ZONA_ORIGEN,ZONA_DESTINO,DIA_SEMANA,SEMANA,VOLUMEN
24,10,6,50,1
24,10,4,28,1
24,19,4,42,1
24,25,4,28,1
24,25,4,41,1
25,10,6,24,1
25,10,6,28,1
26,1,6,13,1
26,1,6,16,1
26,1,3,44,1
26,2,6,9,1
26,2,6,10,1
26,2,6,13,1
26,2,6,16,2
26,2,6,17,1
26,2,6,19,1
26,2,6,21,1
26,2,6,27,1
26,2,6,29,1
26,2,6,30,1
26,2,6,32,1
26,2,6,33,1
26,2,6,37,1
26,2,6,38,1
26,2,6,39,1
26,2,6,40,1
26,2,6,41,2
26,2,6,44,1
26,2,6,49,2
26,2,3,16,1
26,2,3,49,1
26,2,0,17,1
26,2,1,1,1
26,2,2,22,1
26,2,2,44,1
26,2,2,49,1
26,2,5,21,1
26,2,5,33,1
26,2,5,35,1
26,2,5,39,1
26,2,5,51,1
26,2,4,2,1
26,2,4,5,1
26,2,4,6,1
26,2,4,9,1
26,2,4,11,1
26,2,4,12,1
26,2,4,13,1
26,2,4,14,1
26,2,4,15,1
26,2,4,17,1
26,2,4,19,1
26,2,4,20,1
26,2,4,21,1
26,2,4,31,1
26,2,4,36,1
26,2,4,38,2
26,2,4,39,1
26,2,4,40,1
26,2,4,44,1
26,2,4,46,1
26,2,4,48,1
26,2,4,50,1
26,2,4,51,1
26,5,6,9,1
26,5,6,14,1
26,5,6,31,1
26,5,6,37,1
26,5,2,49,2
26,5,4,15,1
26,5,4,16,1
26,5,4,18,1
26,5,4,23,1
26,6,6,10,1
26,6,6,11,1
26,6,6,16,1
26,6,6,21,1
26,6,3,16,1
26,6,4,24,1
26,6,4,33,1
26,8,6,1,1
26,8,6,13,1
26,8,6,23,1
26,8,6,29,1
26,8,6,32,1
26,8,6,33,1
26,8,6,34,2
26,8,6,40,1
26,8,6,41,1
26,8,6,49,2
26,8,0,17,1
26,8,5,35,1
26,8,4,11,1
26,8,4,17,1
26,8,4,18,1
26,8,4,22,1
26,8,4,23,1
26,8,4,28,1
26,8,4,37,1
26,8,4,46,2
26,10,6,1,2
26,10,6,2,2
26,10,6,3,3
26,10,6,4,3
26,10,6,5,5
26,10,6,6,2
26,10,6,7,4
26,10,6,8,5
26,10,6,9,4
26,10,6,10,4
26,10,6,11,5
26,10,6,12,6
26,10,6,13,2
26,10,6,14,2
26,10,6,15,2
26,10,6,16,7
26,10,6,17,5
26,10,6,18,2
26,10,6,19,4
26,10,6,20,5
26,10,6,21,5
26,10,6,22,3
26,10,6,23,2
26,10,6,24,3
26,10,6,25,3
26,10,6,26,7
26,10,6,27,3
26,10,6,28,2
26,10,6,29,4
26,10,6,30,4
26,10,6,31,3
26,10,6,32,2
26,10,6,33,5
26,10,6,34,4
26,10,6,35,6
26,10,6,36,6
26,10,6,37,6
26,10,6,38,7
26,10,6,39,6
26,10,6,40,5
26,10,6,41,6
26,10,6,42,4
26,10,6,43,2
26,10,6,44,4
26,10,6,45,5
26,10,6,46,5
26,10,6,47,2
26,10,6,48,2
26,10,6,49,8
26,10,6,50,3
26,10,6,51,2
26,10,6,52,2
26,10,3,13,1
26,10,3,16,2
26,10,3,22,1
26,10,3,25,2
26,10,3,33,3
26,10,3,41,3
26,10,3,44,5
26,10,3,49,1
26,10,0,1,1
26,10,0,17,3
26,10,0,18,1
26,10,0,52,3
26,10,1,1,1
26,10,1,18,4
26,10,1,33,1
26,10,1,49,2
26,10,1,52,3
26,10,2,13,2
26,10,2,16,2
26,10,2,18,2
26,10,2,22,1
26,10,2,25,3
26,10,2,33,2
26,10,2,44,5
26,10,2,49,2
26,10,5,1,3
26,10,5,2,1
26,10,5,3,2
26,10,5,4,1
26,10,5,5,1
26,10,5,6,1
26,10,5,7,2
26,10,5,8,2
26,10,5,9,1
26,10,5,10,2
26,10,5,11,1
26,10,5,12,2
26,10,5,13,2
26,10,5,14,1
26,10,5,15,2
26,10,5,16,1
26,10,5,17,2
26,10,5,18,3
26,10,5,19,1
26,10,5,20,1
26,10,5,21,2
26,10,5,22,3
26,10,5,23,1
26,10,5,24,2
26,10,5,25,1
26,10,5,26,2
26,10,5,27,1
26,10,5,28,1
26,10,5,29,2
26,10,5,30,5
26,10,5,31,2
26,10,5,32,2
26,10,5,33,2
26,10,5,34,2
26,10,5,35,1
26,10,5,36,3
26,10,5,37,2
26,10,5,38,2
26,10,5,39,2
26,10,5,40,1
26,10,5,41,2
26,10,5,42,2
26,10,5,43,2
26,10,5,44,3
26,10,5,45,2
26,10,5,46,1
26,10,5,47,1
26,10,5,48,1
26,10,5,49,1
26,10,5,50,1
26,10,5,51,3
26,10,5,52,1
26,10,4,1,1
26,10,4,2,1
26,10,4,3,4
26,10,4,4,4
26,10,4,5,4
26,10,4,6,5
26,10,4,7,5
26,10,4,8,3
26,10,4,9,2
26,10,4,10,3
26,10,4,11,2
26,10,4,12,6
26,10,4,13,2
26,10,4,14,4
26,10,4,15,3
26,10,4,16,1
26,10,4,17,4
26,10,4,18,3
26,10,4,19,3
26,10,4,20,1
26,10,4,21,2
26,10,4,22,3
26,10,4,23,3
26,10,4,24,2
26,10,4,25,3
26,10,4,26,5
26,10,4,27,4
26,10,4,28,3
26,10,4,29,3
26,10,4,30,4
26,10,4,31,1
26,10,4,32,2
26,10,4,33,1
26,10,4,34,2
26,10,4,35,3
26,10,4,36,2
26,10,4,37,2
26,10,4,38,5
26,10,4,39,5
26,10,4,40,4
26,10,4,41,5
26,10,4,42,4
26,10,4,43,5
26,10,4,44,2
26,10,4,45,1
26,10,4,46,2
26,10,4,47,2
26,10,4,48,2
26,10,4,49,1
26,10,4,50,1
26,10,4,51,3
26,10,4,52,4
26,12,6,6,1
26,12,6,8,1
26,12,6,9,1
26,12,6,10,1
26,12,6,13,1
26,12,6,16,1
26,12,6,17,2
26,12,6,22,1
26,12,6,30,1
26,12,6,31,1
26,12,6,32,1
26,12,6,38,1
26,12,6,41,1
26,12,6,45,1
26,12,2,18,1
26,12,2,44,1
26,12,5,28,1
26,12,5,33,2
26,12,4,5,2
26,12,4,11,2
26,12,4,17,1
26,12,4,22,2
26,12,4,23,3
26,12,4,25,1
26,12,4,26,1
26,12,4,28,1
26,12,4,29,1
26,12,4,31,1
26,12,4,35,3
26,12,4,36,3
26,12,4,37,2
26,12,4,39,2
26,12,4,40,1
26,12,4,41,1
26,12,4,42,1
26,12,4,44,1
26,12,4,46,2
26,16,3,22,1
26,16,4,51,1
26,21,6,1,1
26,21,6,4,1
26,21,6,5,1
26,21,6,6,1
26,21,6,7,1
26,21,6,8,1
26,21,6,9,1
26,21,6,10,1
26,21,6,11,1
26,21,6,12,1
26,21,6,13,2
26,21,6,14,1
26,21,6,15,1
26,21,6,16,1
26,21,6,18,1
26,21,6,19,1
26,21,6,24,1
26,21,6,30,1
26,21,6,32,2
26,21,6,34,1
26,21,6,35,1
26,21,6,37,1
26,21,6,38,1
26,21,6,39,1
26,21,6,40,1
26,21,6,41,1
26,21,6,43,1
26,21,6,44,1
26,21,6,46,1
26,21,6,49,1
26,21,6,51,2
26,21,6,52,1
26,21,3,22,1
26,21,3,41,1
26,21,0,17,1
26,21,1,18,1
26,21,2,18,1
26,21,2,33,1
26,21,2,44,1
26,21,2,49,1
26,21,5,13,1
26,21,5,15,1
26,21,5,21,1
26,21,5,39,1
26,21,5,40,1
26,21,5,45,1
26,21,4,1,1
26,21,4,3,1
26,21,4,4,1
26,21,4,5,1
26,21,4,7,1
26,21,4,8,1
26,21,4,9,1
26,21,4,10,1
26,21,4,12,1
26,21,4,14,1
26,21,4,15,1
26,21,4,16,1
26,21,4,17,1
26,21,4,20,1
26,21,4,21,1
26,21,4,23,1
26,21,4,26,1
26,21,4,28,1
26,21,4,29,1
26,21,4,30,1
26,21,4,36,1
26,21,4,37,1
26,21,4,39,1
26,21,4,40,1
26,21,4,42,1
26,21,4,45,1
26,21,4,50,1
26,21,4,51,1
26,21,4,52,2
26,22,6,21,1
26,22,6,26,1
26,22,6,38,1
26,22,6,52,1
26,22,0,1,1
26,22,5,44,1
26,22,4,16,1
26,22,4,21,1
26,22,4,43,1
26,22,4,51,1
26,26,4,1,1
26,26,4,15,1
26,26,4,34,1
26,27,6,10,1
26,27,6,33,1
26,27,6,41,1
26,27,6,42,1
26,27,6,49,1
26,27,3,13,1
26,27,3,16,1
26,27,2,49,1
26,27,5,31,1
26,27,4,1,1
26,27,4,13,1
26,27,4,16,1
26,27,4,17,1
26,27,4,21,1
26,27,4,30,1
26,27,4,51,1
26,27,4,52,1
26,28,6,4,1
26,28,6,5,1
26,28,6,8,2
26,28,6,9,1
26,28,6,10,2
26,28,6,13,1
26,28,6,14,2
26,28,6,18,2
26,28,6,20,1
26,28,6,24,1
26,28,6,30,1
26,28,6,35,1
26,28,6,38,2
26,28,6,39,1
26,28,6,41,2
26,28,6,42,1
26,28,6,43,2
26,28,6,44,1
26,28,6,46,2
26,28,6,47,1
26,28,6,49,1
26,28,6,50,1
26,28,3,13,1
26,28,3,44,1
26,28,2,33,1
26,28,2,44,1
26,28,5,17,1
26,28,5,28,1
26,28,5,30,1
26,28,5,38,1
26,28,5,48,1
26,28,5,51,1
26,28,4,4,2
26,28,4,7,1
26,28,4,8,2
26,28,4,10,2
26,28,4,11,1
26,28,4,12,1
26,28,4,15,3
26,28,4,17,2
26,28,4,18,1
26,28,4,19,1
26,28,4,20,2
26,28,4,23,1
26,28,4,24,1
26,28,4,25,1
26,28,4,28,1
26,28,4,30,1
26,28,4,32,1
26,28,4,38,1
26,28,4,39,2
26,28,4,41,1
26,28,4,46,1
26,28,4,49,1
27,2,6,13,1
27,2,6,25,1
27,2,6,49,1
27,2,2,33,1
27,6,6,4,1
27,6,6,10,1
27,6,6,16,1
27,6,1,52,1
27,6,5,1,1
27,6,4,40,1
27,8,6,33,1
27,10,6,1,1
27,10,6,10,1
27,10,6,13,1
27,10,6,15,1
27,10,6,16,1
27,10,6,21,1
27,10,6,26,1
27,10,6,27,1
27,10,6,29,1
27,10,6,31,1
27,10,6,33,1
27,10,6,36,1
27,10,6,37,1
27,10,6,41,1
27,10,6,44,1
27,10,6,49,2
27,10,6,52,1
27,10,0,52,1
27,10,5,4,1
27,10,5,12,1
27,10,4,34,1
27,10,4,39,1
27,16,4,2,1
27,27,6,8,1
27,27,6,9,1
27,27,6,14,1
27,27,6,30,1
27,27,6,38,1
27,27,6,42,1
27,27,6,44,1
27,27,2,22,1
27,27,4,19,1
27,27,4,20,1
27,27,4,39,1
27,28,4,20,1
27,28,4,30,1
28,0,6,9,1
28,0,6,16,1
28,0,3,16,1
28,0,4,3,1
28,0,4,10,1
28,0,4,27,1
28,0,4,36,1
28,1,6,1,4
28,1,6,2,1
28,1,6,3,1
28,1,6,4,3
28,1,6,6,1
28,1,6,7,2
28,1,6,8,1
28,1,6,9,2
28,1,6,10,2
28,1,6,11,2
28,1,6,12,1
28,1,6,13,1
28,1,6,14,1
28,1,6,16,2
28,1,6,17,3
28,1,6,18,3
28,1,6,19,2
28,1,6,20,2
28,1,6,21,3
28,1,6,22,2
28,1,6,23,4
28,1,6,24,2
28,1,6,26,1
28,1,6,27,2
28,1,6,28,1
28,1,6,29,1
28,1,6,30,3
28,1,6,31,2
28,1,6,33,2
28,1,6,34,2
28,1,6,35,8
28,1,6,36,3
28,1,6,37,3
28,1,6,38,3
28,1,6,39,1
28,1,6,40,4
28,1,6,41,3
28,1,6,42,2
28,1,6,43,2
28,1,6,44,2
28,1,6,45,1
28,1,6,46,3
28,1,6,47,2
28,1,6,48,2
28,1,6,49,2
28,1,6,50,2
28,1,3,13,4
28,1,3,16,1
28,1,3,41,3
28,1,3,44,3
28,1,3,49,2
28,1,0,1,1
28,1,0,17,1
28,1,1,1,1
28,1,1,18,3
28,1,1,33,2
28,1,1,52,1
28,1,2,13,1
28,1,2,16,1
28,1,2,22,1
28,1,2,44,3
28,1,2,49,1
28,1,5,8,1
28,1,5,12,2
28,1,5,23,1
28,1,5,24,1
28,1,5,26,1
28,1,5,32,2
28,1,5,33,3
28,1,5,34,1
28,1,5,37,2
28,1,5,41,1
28,1,5,43,1
28,1,5,50,1
28,1,5,51,1
28,1,4,4,1
28,1,4,5,1
28,1,4,7,1
28,1,4,9,1
28,1,4,10,1
28,1,4,12,1
28,1,4,13,3
28,1,4,16,1
28,1,4,17,1
28,1,4,18,1
28,1,4,19,2
28,1,4,20,1
28,1,4,22,1
28,1,4,23,1
28,1,4,24,1
28,1,4,25,2
28,1,4,26,3
28,1,4,27,2
28,1,4,28,2
28,1,4,29,2
28,1,4,30,1
28,1,4,31,2
28,1,4,32,3
28,1,4,33,2
28,1,4,34,3
28,1,4,35,1
28,1,4,36,1
28,1,4,37,3
28,1,4,38,1
28,1,4,39,1
28,1,4,40,2
28,1,4,41,4
28,1,4,42,2
28,1,4,43,2
28,1,4,45,2
28,1,4,47,2
28,1,4,48,2
28,1,4,52,1
28,2,6,1,10
28,2,6,2,3
28,2,6,3,5
28,2,6,4,6
28,2,6,5,7
28,2,6,6,9
28,2,6,7,10
28,2,6,8,9
28,2,6,9,10
28,2,6,10,8
28,2,6,11,7
28,2,6,12,9
28,2,6,13,9
28,2,6,14,7
28,2,6,15,8
28,2,6,16,8
28,2,6,17,6
28,2,6,18,10
28,2,6,19,5
28,2,6,20,10
28,2,6,21,8
28,2,6,22,7
28,2,6,23,7
28,2,6,24,8
28,2,6,25,8
28,2,6,26,8
28,2,6,27,7
28,2,6,28,5
28,2,6,29,6
28,2,6,30,7
28,2,6,31,7
28,2,6,32,4
28,2,6,33,4
28,2,6,34,7
28,2,6,35,6
28,2,6,36,10
28,2,6,37,7
28,2,6,38,10
28,2,6,39,13
28,2,6,40,10
28,2,6,41,13
28,2,6,42,6
28,2,6,43,10
28,2,6,44,13
28,2,6,45,9
28,2,6,46,12
28,2,6,47,9
28,2,6,48,5
28,2,6,49,17
28,2,6,50,4
28,2,6,51,1
28,2,6,52,3
28,2,3,13,5
28,2,3,16,5
28,2,3,22,4
28,2,3,25,5
28,2,3,33,6
28,2,3,41,2
28,2,3,44,7
28,2,3,49,9
28,2,0,1,2
28,2,0,17,6
28,2,0,18,3
28,2,0,52,6
28,2,1,1,4
28,2,1,18,9
28,2,1,33,2
28,2,1,49,6
28,2,1,52,5
28,2,2,13,4
28,2,2,16,6
28,2,2,18,1
28,2,2,22,6
28,2,2,25,5
28,2,2,33,7
28,2,2,44,6
28,2,2,49,4
28,2,5,1,6
28,2,5,2,4
28,2,5,3,3
28,2,5,4,2
28,2,5,5,2
28,2,5,6,4
28,2,5,7,3
28,2,5,8,3
28,2,5,9,3
28,2,5,10,3
28,2,5,11,2
28,2,5,12,4
28,2,5,13,2
28,2,5,14,4
28,2,5,15,5
28,2,5,16,3
28,2,5,17,4
28,2,5,18,2
28,2,5,19,3
28,2,5,20,2
28,2,5,21,2
28,2,5,22,4
28,2,5,23,3
28,2,5,24,4
28,2,5,25,3
28,2,5,26,2
28,2,5,27,1
28,2,5,28,3
28,2,5,29,3
28,2,5,30,4
28,2,5,31,3
28,2,5,32,5
28,2,5,33,2
28,2,5,34,3
28,2,5,35,3
28,2,5,36,2
28,2,5,37,3
28,2,5,38,1
28,2,5,39,5
28,2,5,40,3
28,2,5,41,2
28,2,5,42,4
28,2,5,43,2
28,2,5,44,3
28,2,5,45,3
28,2,5,46,2
28,2,5,47,3
28,2,5,48,1
28,2,5,49,3
28,2,5,50,5
28,2,5,51,4
28,2,5,52,4
28,2,4,1,4
28,2,4,2,10
28,2,4,3,8
28,2,4,4,6
28,2,4,5,8
28,2,4,6,8
28,2,4,7,8
28,2,4,8,5
28,2,4,9,6
28,2,4,10,9
28,2,4,11,5
28,2,4,12,6
28,2,4,13,6
28,2,4,14,5
28,2,4,15,7
28,2,4,16,8
28,2,4,17,3
28,2,4,18,9
28,2,4,19,5
28,2,4,20,6
28,2,4,21,6
28,2,4,22,5
28,2,4,23,7
28,2,4,24,8
28,2,4,25,5
28,2,4,26,6
28,2,4,27,4
28,2,4,28,6
28,2,4,29,9
28,2,4,30,4
28,2,4,31,9
28,2,4,32,7
28,2,4,33,4
28,2,4,34,7
28,2,4,35,5
28,2,4,36,6
28,2,4,37,5
28,2,4,38,9
28,2,4,39,6
28,2,4,40,4
28,2,4,41,6
28,2,4,42,5
28,2,4,43,6
28,2,4,44,5
28,2,4,45,8
28,2,4,46,5
28,2,4,47,6
28,2,4,48,7
28,2,4,49,4
28,2,4,50,6
28,2,4,51,4
28,2,4,52,7
28,3,4,4,1
28,3,4,19,1
28,3,4,32,1
28,3,4,35,1
28,3,4,37,1
28,5,6,1,6
28,5,6,2,4
28,5,6,3,2
28,5,6,4,6
28,5,6,5,2
28,5,6,6,3
28,5,6,7,4
28,5,6,8,3
28,5,6,9,9
28,5,6,10,4
28,5,6,11,4
28,5,6,12,3
28,5,6,13,7
28,5,6,14,4
28,5,6,15,2
28,5,6,16,8
28,5,6,17,7
28,5,6,18,4
28,5,6,19,5
28,5,6,20,4
28,5,6,21,4
28,5,6,22,2
28,5,6,23,3
28,5,6,24,4
28,5,6,25,6
28,5,6,26,3
28,5,6,27,2
28,5,6,28,3
28,5,6,29,3
28,5,6,30,5
28,5,6,31,3
28,5,6,32,1
28,5,6,33,5
28,5,6,34,4
28,5,6,35,3
28,5,6,36,6
28,5,6,37,4
28,5,6,38,7
28,5,6,39,10
28,5,6,40,4
28,5,6,41,7
28,5,6,42,3
28,5,6,43,4
28,5,6,44,8
28,5,6,45,4
28,5,6,46,4
28,5,6,47,4
28,5,6,48,4
28,5,6,49,7
28,5,6,50,3
28,5,6,52,2
28,5,3,13,5
28,5,3,16,3
28,5,3,22,5
28,5,3,25,2
28,5,3,33,2
28,5,3,41,4
28,5,3,44,5
28,5,3,49,4
28,5,0,1,2
28,5,0,17,2
28,5,0,18,1
28,5,0,52,2
28,5,1,1,1
28,5,1,18,2
28,5,1,33,2
28,5,1,49,2
28,5,1,52,4
28,5,2,13,1
28,5,2,16,2
28,5,2,18,2
28,5,2,22,4
28,5,2,25,2
28,5,2,33,1
28,5,2,44,3
28,5,2,49,5
28,5,5,1,1
28,5,5,4,1
28,5,5,6,1
28,5,5,8,1
28,5,5,11,1
28,5,5,12,1
28,5,5,13,1
28,5,5,15,2
28,5,5,17,3
28,5,5,18,2
28,5,5,19,1
28,5,5,20,2
28,5,5,21,1
28,5,5,22,1
28,5,5,23,3
28,5,5,24,2
28,5,5,25,1
28,5,5,26,1
28,5,5,29,1
28,5,5,30,2
28,5,5,33,1
28,5,5,35,1
28,5,5,36,1
28,5,5,37,1
28,5,5,38,1
28,5,5,41,1
28,5,5,42,2
28,5,5,45,1
28,5,5,48,3
28,5,5,49,1
28,5,5,51,3
28,5,5,52,4
28,5,4,1,1
28,5,4,2,2
28,5,4,3,1
28,5,4,4,4
28,5,4,5,2
28,5,4,6,6
28,5,4,7,4
28,5,4,8,3
28,5,4,9,4
28,5,4,10,4
28,5,4,11,5
28,5,4,12,3
28,5,4,13,4
28,5,4,14,4
28,5,4,15,6
28,5,4,16,2
28,5,4,17,5
28,5,4,18,3
28,5,4,19,4
28,5,4,20,4
28,5,4,21,3
28,5,4,22,4
28,5,4,23,6
28,5,4,24,4
28,5,4,25,3
28,5,4,26,3
28,5,4,27,4
28,5,4,28,4
28,5,4,29,2
28,5,4,30,4
28,5,4,31,2
28,5,4,32,4
28,5,4,33,5
28,5,4,34,2
28,5,4,35,3
28,5,4,36,6
28,5,4,37,3
28,5,4,38,3
28,5,4,39,6
28,5,4,40,3
28,5,4,41,5
28,5,4,42,5
28,5,4,43,4
28,5,4,44,3
28,5,4,45,3
28,5,4,46,4
28,5,4,47,1
28,5,4,48,4
28,5,4,49,3
28,5,4,50,2
28,5,4,51,3
28,5,4,52,2
28,6,6,1,8
28,6,6,2,1
28,6,6,3,4
28,6,6,4,3
28,6,6,5,4
28,6,6,6,3
28,6,6,7,3
28,6,6,8,1
28,6,6,9,6
28,6,6,10,4
28,6,6,11,1
28,6,6,12,4
28,6,6,13,5
28,6,6,14,1
28,6,6,15,2
28,6,6,16,5
28,6,6,17,4
28,6,6,18,4
28,6,6,19,2
28,6,6,20,5
28,6,6,21,5
28,6,6,22,2
28,6,6,23,3
28,6,6,24,1
28,6,6,25,1
28,6,6,26,5
28,6,6,27,4
28,6,6,28,4
28,6,6,29,3
28,6,6,30,3
28,6,6,32,3
28,6,6,33,3
28,6,6,34,1
28,6,6,35,4
28,6,6,36,6
28,6,6,37,3
28,6,6,39,6
28,6,6,40,7
28,6,6,41,4
28,6,6,42,3
28,6,6,43,2
28,6,6,44,9
28,6,6,45,3
28,6,6,46,3
28,6,6,47,5
28,6,6,48,1
28,6,6,49,7
28,6,6,50,1
28,6,6,51,2
28,6,6,52,1
28,6,3,13,2
28,6,3,16,1
28,6,3,22,5
28,6,3,25,2
28,6,3,33,4
28,6,3,41,4
28,6,3,44,3
28,6,3,49,4
28,6,0,1,2
28,6,0,17,2
28,6,0,52,3
28,6,1,1,4
28,6,1,18,5
28,6,1,49,1
28,6,1,52,4
28,6,2,13,5
28,6,2,16,3
28,6,2,22,1
28,6,2,25,1
28,6,2,33,6
28,6,2,44,3
28,6,2,49,5
28,6,5,1,1
28,6,5,2,1
28,6,5,3,1
28,6,5,4,1
28,6,5,5,1
28,6,5,6,1
28,6,5,7,4
28,6,5,8,2
28,6,5,9,1
28,6,5,12,1
28,6,5,15,2
28,6,5,16,2
28,6,5,17,1
28,6,5,18,1
28,6,5,20,2
28,6,5,21,1
28,6,5,23,1
28,6,5,24,2
28,6,5,25,4
28,6,5,26,3
28,6,5,27,1
28,6,5,28,1
28,6,5,29,1
28,6,5,30,2
28,6,5,31,3
28,6,5,32,4
28,6,5,33,4
28,6,5,34,1
28,6,5,35,1
28,6,5,37,1
28,6,5,39,2
28,6,5,40,2
28,6,5,41,2
28,6,5,45,1
28,6,5,48,2
28,6,5,49,1
28,6,5,51,1
28,6,5,52,2
28,6,4,1,3
28,6,4,2,3
28,6,4,3,3
28,6,4,4,1
28,6,4,5,2
28,6,4,6,3
28,6,4,7,1
28,6,4,8,4
28,6,4,9,3
28,6,4,10,3
28,6,4,11,3
28,6,4,12,7
28,6,4,13,1
28,6,4,14,2
28,6,4,15,7
28,6,4,16,2
28,6,4,17,3
28,6,4,18,4
28,6,4,19,3
28,6,4,20,3
28,6,4,21,3
28,6,4,22,4
28,6,4,23,2
28,6,4,24,3
28,6,4,25,3
28,6,4,26,2
28,6,4,27,3
28,6,4,28,3
28,6,4,29,3
28,6,4,30,4
28,6,4,31,6
28,6,4,32,7
28,6,4,33,9
28,6,4,34,4
28,6,4,35,2
28,6,4,36,1
28,6,4,37,3
28,6,4,38,5
28,6,4,39,4
28,6,4,40,5
28,6,4,41,4
28,6,4,42,5
28,6,4,43,3
28,6,4,44,2
28,6,4,45,3
28,6,4,46,3
28,6,4,47,2
28,6,4,48,3
28,6,4,49,1
28,6,4,50,4
28,6,4,51,5
28,6,4,52,2
28,7,6,11,1
28,7,6,28,1
28,7,6,44,1
28,7,0,17,1
28,7,2,16,1
28,7,2,33,1
28,7,2,44,1
28,7,5,26,1
28,7,4,11,2
28,7,4,20,1
28,7,4,30,1
28,7,4,31,1
28,7,4,52,1
28,8,6,1,7
28,8,6,2,2
28,8,6,3,2
28,8,6,4,2
28,8,6,5,1
28,8,6,6,4
28,8,6,7,1
28,8,6,8,5
28,8,6,9,2
28,8,6,10,2
28,8,6,12,2
28,8,6,13,3
28,8,6,14,3
28,8,6,15,5
28,8,6,16,4
28,8,6,17,3
28,8,6,18,14
28,8,6,19,4
28,8,6,20,6
28,8,6,21,1
28,8,6,22,3
28,8,6,23,1
28,8,6,24,4
28,8,6,25,3
28,8,6,26,7
28,8,6,27,3
28,8,6,28,5
28,8,6,29,3
28,8,6,30,4
28,8,6,31,5
28,8,6,32,2
28,8,6,33,17
28,8,6,34,5
28,8,6,35,8
28,8,6,36,5
28,8,6,37,7
28,8,6,38,4
28,8,6,39,7
28,8,6,40,3
28,8,6,41,11
28,8,6,42,4
28,8,6,43,1
28,8,6,44,10
28,8,6,45,3
28,8,6,46,1
28,8,6,47,4
28,8,6,49,8
28,8,6,50,2
28,8,6,51,2
28,8,6,52,1
28,8,3,22,4
28,8,3,25,1
28,8,3,33,3
28,8,3,44,2
28,8,3,49,1
28,8,0,1,6
28,8,0,17,15
28,8,0,18,5
28,8,0,52,2
28,8,1,1,5
28,8,1,18,13
28,8,1,33,3
28,8,1,49,1
28,8,2,13,1
28,8,2,33,5
28,8,2,44,2
28,8,2,49,3
28,8,5,1,3
28,8,5,2,1
28,8,5,12,2
28,8,5,16,3
28,8,5,18,2
28,8,5,19,1
28,8,5,24,2
28,8,5,25,1
28,8,5,26,1
28,8,5,31,1
28,8,5,32,3
28,8,5,33,4
28,8,5,34,1
28,8,5,35,5
28,8,5,40,1
28,8,5,42,1
28,8,5,44,1
28,8,5,48,1
28,8,5,49,1
28,8,5,51,2
28,8,5,52,5
28,8,4,1,1
28,8,4,3,2
28,8,4,4,2
28,8,4,7,2
28,8,4,8,2
28,8,4,10,2
28,8,4,11,1
28,8,4,12,1
28,8,4,13,2
28,8,4,14,2
28,8,4,15,1
28,8,4,16,1
28,8,4,17,1
28,8,4,18,1
28,8,4,19,2
28,8,4,20,1
28,8,4,21,1
28,8,4,22,1
28,8,4,23,2
28,8,4,24,2
28,8,4,25,5
28,8,4,26,4
28,8,4,27,3
28,8,4,28,3
28,8,4,29,2
28,8,4,30,1
28,8,4,31,3
28,8,4,32,2
28,8,4,33,2
28,8,4,34,4
28,8,4,35,4
28,8,4,36,1
28,8,4,37,2
28,8,4,38,1
28,8,4,39,1
28,8,4,40,1
28,8,4,41,1
28,8,4,43,3
28,8,4,44,1
28,8,4,45,2
28,8,4,46,2
28,8,4,47,1
28,8,4,50,1
28,8,4,51,2
28,8,4,52,2
28,10,6,1,38
28,10,6,2,32
28,10,6,3,32
28,10,6,4,35
28,10,6,5,28
28,10,6,6,32
28,10,6,7,43
28,10,6,8,29
28,10,6,9,43
28,10,6,10,37
28,10,6,11,36
28,10,6,12,36
28,10,6,13,47
28,10,6,14,43
28,10,6,15,27
28,10,6,16,47
28,10,6,17,36
28,10,6,18,66
28,10,6,19,36
28,10,6,20,36
28,10,6,21,36
28,10,6,22,34
28,10,6,23,41
28,10,6,24,38
28,10,6,25,35
28,10,6,26,34
28,10,6,27,40
28,10,6,28,38
28,10,6,29,43
28,10,6,30,41
28,10,6,31,39
28,10,6,32,38
28,10,6,33,45
28,10,6,34,42
28,10,6,35,42
28,10,6,36,52
28,10,6,37,51
28,10,6,38,43
28,10,6,39,50
28,10,6,40,49
28,10,6,41,67
28,10,6,42,36
28,10,6,43,34
28,10,6,44,52
28,10,6,45,35
28,10,6,46,34
28,10,6,47,30
28,10,6,48,25
28,10,6,49,54
28,10,6,50,24
28,10,6,51,12
28,10,6,52,9
28,10,3,13,7
28,10,3,16,14
28,10,3,22,21
28,10,3,25,11
28,10,3,33,18
28,10,3,41,15
28,10,3,44,22
28,10,3,49,16
28,10,0,1,31
28,10,0,17,40
28,10,0,18,10
28,10,0,52,27
28,10,1,1,27
28,10,1,18,37
28,10,1,33,14
28,10,1,49,16
28,10,1,52,24
28,10,2,13,11
28,10,2,16,16
28,10,2,18,8
28,10,2,22,11
28,10,2,25,11
28,10,2,33,29
28,10,2,44,14
28,10,2,49,22
28,10,5,1,15
28,10,5,2,11
28,10,5,3,12
28,10,5,4,14
28,10,5,5,11
28,10,5,6,11
28,10,5,7,8
28,10,5,8,11
28,10,5,9,14
28,10,5,10,11
28,10,5,11,11
28,10,5,12,15
28,10,5,13,12
28,10,5,14,11
28,10,5,15,7
28,10,5,16,14
28,10,5,17,13
28,10,5,18,19
