,ORIGEN,DESTINO,FLUJO,DIA_SEMANA,ZONA_ORIGEN,ZONA_DESTINO,VOLUMEN
2863,Cervera del Llano,Loriguilla,1,Sabado,14,12,1
2864,Cervera del Llano,Madrid,1,Domingo,14,10,2
2865,Cervera del Llano,Madrid,1,Miercoles,14,10,2
2866,Cervera del Llano,Oropesa del Mar/Orpesa,1,Viernes,14,12,1
2867,Cervera del Llano,Valdelaguna,1,Lunes,14,10,1
2868,Ceutí,Cuenca,2,Domingo,21,102,1
2869,Chauchina,Toledo,2,Domingo,2,10,1
2870,Chauchina,Toledo,2,Sabado,2,10,1
2871,Checa,Alcalá de Henares,1,Viernes,10,10,1
2872,Cheste,Almagro,2,Domingo,12,104,1
2873,Cheste,Cuenca,2,Domingo,12,102,1
2874,Cheste,Mota del Cuervo,2,Viernes,12,102,1
2875,Cheste,Talavera de la Reina,2,Domingo,12,10,1
2876,Cheste,Tarancón,2,Domingo,12,10,2
2877,Cheste,Tomelloso,2,Martes,12,104,1
2878,Chiclana de la Frontera,Albacete,2,Viernes,103,104,1
2879,Chiclana de la Frontera,Alcaraz,2,Viernes,103,104,1
2880,Chiclana de la Frontera,Ciudad Real,2,Domingo,103,104,1
2881,Chiclana de la Frontera,Manzanares,2,Domingo,103,104,1
2882,Chiclana de la Frontera,Manzanares,2,Sabado,103,104,1
2883,Chiclana de la Frontera,Talavera de la Reina,2,Viernes,103,10,1
2884,Chiclana de la Frontera,Toledo,2,Sabado,103,10,1
2885,Chiclana de la Frontera,Tomelloso,2,Domingo,103,104,1
2886,Chiclana de la Frontera,Tomelloso,2,Viernes,103,104,1
2887,Chiclana de la Frontera,Valdepeñas,2,Domingo,103,104,1
2888,Chiclana de la Frontera,Valdepeñas,2,Viernes,103,104,1
2889,Chillón,Barcelona,1,Domingo,103,8,1
2890,Chillón,Ciudad Real,0,Sabado,103,104,1
2891,Chillón,Madrid,1,Viernes,103,10,1
2892,Chiloeches,Granollers,1,Viernes,10,8,1
2893,Chinchilla de Monte-Aragón,Alicante/Alacant,1,Domingo,104,104,1
2894,Chinchilla de Monte-Aragón,Alicante/Alacant,1,Sabado,104,104,1
2895,Chinchilla de Monte-Aragón,Burgos,1,Miercoles,104,10,1
2896,Chinchilla de Monte-Aragón,Elche/Elx,1,Domingo,104,22,1
2897,Chinchilla de Monte-Aragón,Jerez de la Frontera,1,Viernes,104,103,1
2898,Chinchilla de Monte-Aragón,Madrid,1,Domingo,104,10,2
2899,Chinchilla de Monte-Aragón,Madrid,1,Viernes,104,10,2
2900,Chinchilla de Monte-Aragón,Villena,1,Viernes,104,104,1
2901,Chiva,Albacete,2,Miercoles,12,104,1
2902,Chiva,Calzada de Oropesa,2,Viernes,12,10,1
2903,Chiva,Ciudad Real,2,Jueves,12,104,1
2904,Chiva,Cuenca,2,Miercoles,12,102,1
2905,Chiva,Guadalajara,2,Domingo,12,10,1
2906,Chiva,San Clemente,2,Martes,12,104,1
2907,Chiva,Toledo,2,Domingo,12,10,1
2908,Ciempozuelos,Tomelloso,2,Miercoles,10,104,1
2909,Ciempozuelos,Villafranca de los Caballeros,2,Viernes,10,104,1
2910,Cieza,Albacete,2,Domingo,10,104,19
2911,Cieza,Albacete,2,Domingo,21,104,19
2912,Cieza,Albacete,2,Lunes,10,104,1
2913,Cieza,Albacete,2,Lunes,21,104,1
2914,Cieza,Albacete,2,Sabado,10,104,2
2915,Cieza,Albacete,2,Sabado,21,104,2
2916,Cieza,Albacete,2,Viernes,10,104,5
2917,Cieza,Albacete,2,Viernes,21,104,5
2918,Cieza,Ciudad Real,2,Viernes,10,104,1
2919,Cieza,Ciudad Real,2,Viernes,21,104,1
2920,Cieza,Talavera de la Reina,2,Domingo,10,10,1
2921,Cieza,Talavera de la Reina,2,Domingo,21,10,1
2922,Cieza,Toledo,2,Viernes,10,10,3
2923,Cieza,Toledo,2,Viernes,21,10,3
2924,Cieza,Villarrobledo,2,Jueves,10,104,1
2925,Cieza,Villarrobledo,2,Jueves,21,104,1
2926,Ciudad Real,Agudo,0,Lunes,104,103,1
2927,Ciudad Real,Alaquàs,1,Viernes,104,12,1
2928,Ciudad Real,Albacete,0,Domingo,104,104,83
2929,Ciudad Real,Albacete,0,Jueves,104,104,9
2930,Ciudad Real,Albacete,0,Lunes,104,104,3
2931,Ciudad Real,Albacete,0,Martes,104,104,4
2932,Ciudad Real,Albacete,0,Miercoles,104,104,7
2933,Ciudad Real,Albacete,0,Sabado,104,104,46
2934,Ciudad Real,Albacete,0,Viernes,104,104,98
2935,Ciudad Real,Albaladejo,0,Viernes,104,104,1
2936,Ciudad Real,Alcalá de Henares,1,Domingo,104,10,5
2937,Ciudad Real,Alcalá de Henares,1,Lunes,104,10,1
2938,Ciudad Real,Alcalá de Henares,1,Sabado,104,10,1
2939,Ciudad Real,Alcalá de Henares,1,Viernes,104,10,1
2940,Ciudad Real,Alcaracejos,1,Viernes,104,103,2
2941,Ciudad Real,Alcobendas,1,Domingo,104,10,13
2942,Ciudad Real,Alcobendas,1,Viernes,104,10,1
2943,Ciudad Real,Alcorcón,1,Domingo,104,10,5
2944,Ciudad Real,Alcorcón,1,Jueves,104,10,1
2945,Ciudad Real,Alcorcón,1,Miercoles,104,10,2
2946,Ciudad Real,Alcorcón,1,Sabado,104,10,2
2947,Ciudad Real,Alcorcón,1,Viernes,104,10,11
2948,Ciudad Real,Alcázar de San Juan,0,Domingo,104,104,19
2949,Ciudad Real,Alcázar de San Juan,0,Jueves,104,104,6
2950,Ciudad Real,Alcázar de San Juan,0,Lunes,104,104,1
2951,Ciudad Real,Alcázar de San Juan,0,Martes,104,104,1
2952,Ciudad Real,Alcázar de San Juan,0,Miercoles,104,104,4
2953,Ciudad Real,Alcázar de San Juan,0,Sabado,104,104,4
2954,Ciudad Real,Alcázar de San Juan,0,Viernes,104,104,69
2955,Ciudad Real,Aldaia,1,Domingo,104,12,1
2956,Ciudad Real,Aldaia,1,Viernes,104,12,3
2957,Ciudad Real,Algemesí,1,Viernes,104,12,1
2958,Ciudad Real,Alhama de Murcia,1,Viernes,104,104,1
2959,Ciudad Real,Alicante/Alacant,1,Domingo,104,104,31
2960,Ciudad Real,Alicante/Alacant,1,Jueves,104,104,5
2961,Ciudad Real,Alicante/Alacant,1,Lunes,104,104,2
2962,Ciudad Real,Alicante/Alacant,1,Martes,104,104,3
2963,Ciudad Real,Alicante/Alacant,1,Miercoles,104,104,5
2964,Ciudad Real,Alicante/Alacant,1,Sabado,104,104,6
2965,Ciudad Real,Alicante/Alacant,1,Viernes,104,104,25
2966,Ciudad Real,Aljaraque,1,Viernes,104,103,2
2967,Ciudad Real,Almada,1,Domingo,104,23,2
2968,Ciudad Real,Almadén,0,Domingo,104,103,16
2969,Ciudad Real,Almadén,0,Jueves,104,103,3
2970,Ciudad Real,Almadén,0,Lunes,104,103,1
2971,Ciudad Real,Almadén,0,Martes,104,103,1
2972,Ciudad Real,Almadén,0,Miercoles,104,103,2
2973,Ciudad Real,Almadén,0,Sabado,104,103,6
2974,Ciudad Real,Almadén,0,Viernes,104,103,15
2975,Ciudad Real,Almansa,0,Domingo,104,104,1
2976,Ciudad Real,Almansa,0,Jueves,104,104,1
2977,Ciudad Real,Almansa,0,Lunes,104,104,1
2978,Ciudad Real,Almansa,0,Viernes,104,104,4
2979,Ciudad Real,Almería,1,Domingo,104,1,24
2980,Ciudad Real,Almería,1,Jueves,104,1,2
2981,Ciudad Real,Almería,1,Martes,104,1,1
2982,Ciudad Real,Almería,1,Miercoles,104,1,2
2983,Ciudad Real,Almería,1,Sabado,104,1,3
2984,Ciudad Real,Almería,1,Viernes,104,1,13
2985,Ciudad Real,Almoradí,1,Viernes,104,22,1
2986,Ciudad Real,Almuradiel,0,Domingo,104,104,2
2987,Ciudad Real,Almuradiel,0,Sabado,104,104,1
2988,Ciudad Real,Almuradiel,0,Viernes,104,104,4
2989,Ciudad Real,Andújar,1,Sabado,104,104,1
2990,Ciudad Real,Andújar,1,Viernes,104,104,3
2991,Ciudad Real,Antequera,1,Viernes,104,103,1
2992,Ciudad Real,Aranjuez,1,Domingo,104,10,1
2993,Ciudad Real,Aranjuez,1,Viernes,104,10,1
2994,Ciudad Real,Argamasilla de Alba,0,Domingo,104,104,2
2995,Ciudad Real,Argamasilla de Alba,0,Jueves,104,104,2
2996,Ciudad Real,Argamasilla de Alba,0,Sabado,104,104,4
2997,Ciudad Real,Argamasilla de Alba,0,Viernes,104,104,13
2998,Ciudad Real,Badajoz,1,Domingo,104,103,23
2999,Ciudad Real,Badajoz,1,Jueves,104,103,1
3000,Ciudad Real,Badajoz,1,Lunes,104,103,2
3001,Ciudad Real,Badajoz,1,Martes,104,103,1
3002,Ciudad Real,Badajoz,1,Miercoles,104,103,1
3003,Ciudad Real,Badajoz,1,Sabado,104,103,4
3004,Ciudad Real,Badajoz,1,Viernes,104,103,22
3005,Ciudad Real,Baeza,1,Domingo,104,104,1
3006,Ciudad Real,Baeza,1,Miercoles,104,104,1
3007,Ciudad Real,Baeza,1,Viernes,104,104,4
3008,Ciudad Real,Bailén,1,Domingo,104,104,1
3009,Ciudad Real,Bailén,1,Sabado,104,104,3
3010,Ciudad Real,Bailén,1,Viernes,104,104,9
3011,Ciudad Real,Barcelona,1,Domingo,104,8,12
3012,Ciudad Real,Barcelona,1,Lunes,104,8,1
3013,Ciudad Real,Barcelona,1,Martes,104,8,1
3014,Ciudad Real,Barcelona,1,Sabado,104,8,1
3015,Ciudad Real,Barcelona,1,Viernes,104,8,3
3016,Ciudad Real,Benalmádena,1,Sabado,104,103,1
3017,Ciudad Real,Benavente,1,Domingo,104,10,1
3018,Ciudad Real,Benavente,1,Domingo,104,103,1
3019,Ciudad Real,Benicarló,1,Sabado,104,8,1
3020,Ciudad Real,Benicasim/Benicàssim,1,Viernes,104,12,1
3021,Ciudad Real,Benidorm,1,Sabado,104,12,1
3022,Ciudad Real,Benidorm,1,Viernes,104,12,1
3023,Ciudad Real,Bilbao,1,Domingo,104,10,4
3024,Ciudad Real,Bilbao,1,Miercoles,104,10,1
3025,Ciudad Real,Bilbao,1,Sabado,104,10,1
3026,Ciudad Real,Bilbao,1,Viernes,104,10,1
3027,Ciudad Real,Burgos,1,Domingo,104,10,1
3028,Ciudad Real,Burguillos de Toledo,0,Viernes,104,10,6
3029,Ciudad Real,Burjassot,1,Domingo,104,12,2
3030,Ciudad Real,Burjassot,1,Jueves,104,12,1
3031,Ciudad Real,Burjassot,1,Viernes,104,12,1
3032,Ciudad Real,Cabeza del Buey,1,Viernes,104,103,1
3033,Ciudad Real,Campo de Criptana,0,Domingo,104,104,1
3034,Ciudad Real,Campo de Criptana,0,Jueves,104,104,1
3035,Ciudad Real,Campo de Criptana,0,Sabado,104,104,3
3036,Ciudad Real,Campo de Criptana,0,Viernes,104,104,14
3037,Ciudad Real,Campos del Paraíso,0,Viernes,104,10,1
3038,Ciudad Real,Canet d'En Berenguer,1,Viernes,104,12,1
3039,Ciudad Real,Caravaca de la Cruz,1,Sabado,104,104,1
3040,Ciudad Real,Cartagena,1,Domingo,104,104,5
3041,Ciudad Real,Cartagena,1,Miercoles,104,104,1
3042,Ciudad Real,Cartagena,1,Sabado,104,104,1
3043,Ciudad Real,Cartagena,1,Viernes,104,104,3
3044,Ciudad Real,Castilleja de la Cuesta,1,Domingo,104,5,1
3045,Ciudad Real,Cheste,1,Sabado,104,12,1
3046,Ciudad Real,Chiva,1,Viernes,104,12,2
3047,Ciudad Real,Ciempozuelos,1,Domingo,104,10,1
3048,Ciudad Real,Cobisa,0,Domingo,104,10,1
3049,Ciudad Real,Conil de la Frontera,1,Miercoles,104,103,1
3050,Ciudad Real,Coslada,1,Sabado,104,10,3
3051,Ciudad Real,Cuenca,0,Domingo,104,102,11
3052,Ciudad Real,Cuenca,0,Jueves,104,102,2
3053,Ciudad Real,Cuenca,0,Sabado,104,102,1
3054,Ciudad Real,Cuenca,0,Viernes,104,102,13
3055,Ciudad Real,Cáceres,1,Domingo,104,103,2
3056,Ciudad Real,Cáceres,1,Viernes,104,103,3
3057,Ciudad Real,Cádiz,1,Domingo,104,103,2
3058,Ciudad Real,Cádiz,1,Sabado,104,103,4
3059,Ciudad Real,Cádiz,1,Viernes,104,103,2
3060,Ciudad Real,Córdoba,1,Domingo,104,103,77
3061,Ciudad Real,Córdoba,1,Jueves,104,103,9
3062,Ciudad Real,Córdoba,1,Lunes,104,103,2
3063,Ciudad Real,Córdoba,1,Martes,104,103,2
3064,Ciudad Real,Córdoba,1,Miercoles,104,103,10
3065,Ciudad Real,Córdoba,1,Sabado,104,103,47
3066,Ciudad Real,Córdoba,1,Viernes,104,103,92
3067,Ciudad Real,Don Benito,1,Domingo,104,103,1
3068,Ciudad Real,Don Benito,1,Sabado,104,103,1
3069,Ciudad Real,Don Benito,1,Viernes,104,103,4
3070,Ciudad Real,Dos Torres,1,Viernes,104,103,1
3071,Ciudad Real,Dénia,1,Domingo,104,12,1
3072,Ciudad Real,Dénia,1,Viernes,104,12,1
3073,Ciudad Real,Eibar,1,Viernes,104,10,1
3074,Ciudad Real,Elche/Elx,1,Domingo,104,22,7
3075,Ciudad Real,Elche/Elx,1,Martes,104,22,1
3076,Ciudad Real,Elche/Elx,1,Miercoles,104,22,1
3077,Ciudad Real,Elche/Elx,1,Sabado,104,22,2
3078,Ciudad Real,Elche/Elx,1,Viernes,104,22,3
3079,Ciudad Real,Elda,1,Domingo,104,104,1
3080,Ciudad Real,Elda,1,Viernes,104,104,1
3081,Ciudad Real,Estepona,1,Viernes,104,7,1
3082,Ciudad Real,Faura,1,Domingo,104,12,1
3083,Ciudad Real,Ferrol,1,Domingo,104,18,1
3084,Ciudad Real,Fuencaliente,0,Sabado,104,103,2
3085,Ciudad Real,Fuencaliente,0,Viernes,104,103,2
3086,Ciudad Real,Fuenlabrada,1,Domingo,104,10,26
3087,Ciudad Real,Fuenlabrada,1,Jueves,104,10,3
3088,Ciudad Real,Fuenlabrada,1,Lunes,104,10,2
3089,Ciudad Real,Fuenlabrada,1,Martes,104,10,1
3090,Ciudad Real,Fuenlabrada,1,Miercoles,104,10,1
3091,Ciudad Real,Fuenlabrada,1,Sabado,104,10,18
3092,Ciudad Real,Fuenlabrada,1,Viernes,104,10,15
3093,Ciudad Real,Fuente el Fresno,0,Sabado,104,104,1
3094,Ciudad Real,Gandia,1,Domingo,104,12,5
3095,Ciudad Real,Gandia,1,Miercoles,104,12,2
3096,Ciudad Real,Gandia,1,Sabado,104,12,1
3097,Ciudad Real,Gandia,1,Viernes,104,12,5
3098,Ciudad Real,Getafe,1,Domingo,104,10,22
3099,Ciudad Real,Getafe,1,Jueves,104,10,3
3100,Ciudad Real,Getafe,1,Martes,104,10,1
3101,Ciudad Real,Getafe,1,Miercoles,104,10,3
3102,Ciudad Real,Getafe,1,Sabado,104,10,17
3103,Ciudad Real,Getafe,1,Viernes,104,10,26
3104,Ciudad Real,Granada,1,Domingo,104,2,88
3105,Ciudad Real,Granada,1,Jueves,104,2,7
3106,Ciudad Real,Granada,1,Lunes,104,2,5
3107,Ciudad Real,Granada,1,Martes,104,2,5
3108,Ciudad Real,Granada,1,Miercoles,104,2,8
3109,Ciudad Real,Granada,1,Sabado,104,2,39
3110,Ciudad Real,Granada,1,Viernes,104,2,94
3111,Ciudad Real,Guadalajara,0,Domingo,104,10,31
3112,Ciudad Real,Guadalajara,0,Lunes,104,10,1
3113,Ciudad Real,Guadalajara,0,Sabado,104,10,1
3114,Ciudad Real,Guadalajara,0,Viernes,104,10,2
3115,Ciudad Real,Guadix,1,Viernes,104,3,1
3116,Ciudad Real,Guardamar del Segura,1,Viernes,104,22,1
3117,Ciudad Real,Guarromán,1,Domingo,104,104,1
3118,Ciudad Real,Guarromán,1,Viernes,104,104,5
3119,Ciudad Real,Hellín,0,Domingo,104,104,1
3120,Ciudad Real,Hellín,0,Jueves,104,104,1
3121,Ciudad Real,Hellín,0,Viernes,104,104,3
3122,Ciudad Real,Herencia,0,Jueves,104,104,3
3123,Ciudad Real,Herencia,0,Martes,104,104,1
3124,Ciudad Real,Herencia,0,Miercoles,104,104,2
3125,Ciudad Real,Herencia,0,Sabado,104,104,1
3126,Ciudad Real,Herencia,0,Viernes,104,104,44
3127,Ciudad Real,Herrera del Duque,1,Viernes,104,103,1
3128,Ciudad Real,Hinojosa del Valle,1,Viernes,104,103,1
3129,Ciudad Real,Huelva,1,Domingo,104,103,6
3130,Ciudad Real,Huelva,1,Sabado,104,103,1
3131,Ciudad Real,Huelva,1,Viernes,104,103,1
3132,Ciudad Real,Illescas,0,Domingo,104,10,3
3133,Ciudad Real,Illescas,0,Miercoles,104,10,1
3134,Ciudad Real,Illescas,0,Viernes,104,10,3
3135,Ciudad Real,Jaén,1,Domingo,104,104,72
3136,Ciudad Real,Jaén,1,Jueves,104,104,7
3137,Ciudad Real,Jaén,1,Lunes,104,104,3
3138,Ciudad Real,Jaén,1,Miercoles,104,104,6
3139,Ciudad Real,Jaén,1,Sabado,104,104,36
3140,Ciudad Real,Jaén,1,Viernes,104,104,71
3141,Ciudad Real,Jerez de la Frontera,1,Domingo,104,103,2
3142,Ciudad Real,Jerez de la Frontera,1,Miercoles,104,103,1
3143,Ciudad Real,Jerez de la Frontera,1,Sabado,104,103,1
3144,Ciudad Real,Jerez de la Frontera,1,Viernes,104,103,5
3145,Ciudad Real,Jun,1,Viernes,104,2,1
3146,Ciudad Real,Leganés,1,Domingo,104,10,24
3147,Ciudad Real,Leganés,1,Lunes,104,10,3
3148,Ciudad Real,Leganés,1,Martes,104,10,3
3149,Ciudad Real,Leganés,1,Sabado,104,10,4
3150,Ciudad Real,Leganés,1,Viernes,104,10,11
3151,Ciudad Real,León,1,Viernes,104,10,1
3152,Ciudad Real,Linares,1,Domingo,104,104,1
3153,Ciudad Real,Linares,1,Viernes,104,104,10
3154,Ciudad Real,Lleida,1,Domingo,104,8,1
3155,Ciudad Real,Lucena,1,Martes,104,103,1
3156,Ciudad Real,Lucena,1,Viernes,104,103,7
3157,Ciudad Real,Madrid,1,Domingo,104,10,104
3158,Ciudad Real,Madrid,1,Jueves,104,10,11
3159,Ciudad Real,Madrid,1,Lunes,104,10,6
3160,Ciudad Real,Madrid,1,Martes,104,10,6
3161,Ciudad Real,Madrid,1,Miercoles,104,10,11
3162,Ciudad Real,Madrid,1,Sabado,104,10,103
3163,Ciudad Real,Madrid,1,Viernes,104,10,104
3164,Ciudad Real,Madridejos,0,Domingo,104,104,6
3165,Ciudad Real,Madridejos,0,Jueves,104,104,2
3166,Ciudad Real,Madridejos,0,Martes,104,104,1
3167,Ciudad Real,Madridejos,0,Sabado,104,104,3
3168,Ciudad Real,Madridejos,0,Viernes,104,104,21
3169,Ciudad Real,Majadahonda,1,Domingo,104,10,4
3170,Ciudad Real,Majadahonda,1,Sabado,104,10,1
3171,Ciudad Real,Manises,1,Domingo,104,12,1
3172,Ciudad Real,Manises,1,Miercoles,104,12,1
3173,Ciudad Real,Manises,1,Sabado,104,12,1
3174,Ciudad Real,Manises,1,Viernes,104,12,1
3175,Ciudad Real,Manzanares,0,Domingo,104,104,8
3176,Ciudad Real,Manzanares,0,Jueves,104,104,1
3177,Ciudad Real,Manzanares,0,Lunes,104,104,1
3178,Ciudad Real,Manzanares,0,Martes,104,104,2
3179,Ciudad Real,Manzanares,0,Miercoles,104,104,1
3180,Ciudad Real,Manzanares,0,Sabado,104,104,2
3181,Ciudad Real,Manzanares,0,Viernes,104,104,14
3182,Ciudad Real,Marbella,1,Jueves,104,103,1
3183,Ciudad Real,Marbella,1,Martes,104,103,1
3184,Ciudad Real,Marbella,1,Sabado,104,103,2
3185,Ciudad Real,Marbella,1,Viernes,104,103,4
3186,Ciudad Real,Martorell,1,Lunes,104,8,1
3187,Ciudad Real,Massamagrell,1,Domingo,104,12,1
3188,Ciudad Real,Massanassa,1,Viernes,104,12,1
3189,Ciudad Real,Mazarrón,1,Miercoles,104,104,1
3190,Ciudad Real,Mazarrón,1,Viernes,104,104,1
3191,Ciudad Real,Membrilla,0,Viernes,104,104,1
3192,Ciudad Real,Mengíbar,1,Viernes,104,104,2
3193,Ciudad Real,Miajadas,1,Sabado,104,17,1
3194,Ciudad Real,Minaya,0,Viernes,104,104,1
3195,Ciudad Real,Molina de Segura,1,Jueves,104,21,1
3196,Ciudad Real,Molina de Segura,1,Martes,104,21,1
3197,Ciudad Real,Molina de Segura,1,Viernes,104,21,1
3198,Ciudad Real,Monachil,1,Viernes,104,2,1
3199,Ciudad Real,Moncada,1,Jueves,104,12,1
3200,Ciudad Real,Monforte del Cid,1,Viernes,104,22,1
3201,Ciudad Real,Montiel,0,Viernes,104,104,1
3202,Ciudad Real,Montilla,1,Viernes,104,103,1
3203,Ciudad Real,Montoro,1,Domingo,104,103,1
3204,Ciudad Real,Montoro,1,Viernes,104,103,2
3205,Ciudad Real,Mora,0,Viernes,104,10,1
3206,Ciudad Real,Mora,0,Viernes,104,103,1
3207,Ciudad Real,Mota del Cuervo,0,Viernes,104,102,1
3208,Ciudad Real,Motilla del Palancar,0,Viernes,104,14,6
3209,Ciudad Real,Murcia,1,Domingo,104,21,56
3210,Ciudad Real,Murcia,1,Jueves,104,21,6
3211,Ciudad Real,Murcia,1,Lunes,104,21,2
3212,Ciudad Real,Murcia,1,Martes,104,21,5
3213,Ciudad Real,Murcia,1,Miercoles,104,21,8
3214,Ciudad Real,Murcia,1,Sabado,104,21,14
3215,Ciudad Real,Murcia,1,Viernes,104,21,62
3216,Ciudad Real,Mutxamel,1,Viernes,104,104,1
3217,Ciudad Real,Málaga,1,Domingo,104,6,40
3218,Ciudad Real,Málaga,1,Jueves,104,6,6
3219,Ciudad Real,Málaga,1,Lunes,104,6,1
3220,Ciudad Real,Málaga,1,Martes,104,6,4
3221,Ciudad Real,Málaga,1,Miercoles,104,6,6
3222,Ciudad Real,Málaga,1,Sabado,104,6,15
3223,Ciudad Real,Málaga,1,Viernes,104,6,69
3224,Ciudad Real,Mérida,1,Domingo,104,16,18
3225,Ciudad Real,Mérida,1,Jueves,104,16,1
3226,Ciudad Real,Mérida,1,Miercoles,104,16,2
3227,Ciudad Real,Mérida,1,Sabado,104,16,2
3228,Ciudad Real,Mérida,1,Viernes,104,16,16
3229,Ciudad Real,Móstoles,1,Domingo,104,10,5
3230,Ciudad Real,Móstoles,1,Lunes,104,10,2
3231,Ciudad Real,Móstoles,1,Sabado,104,10,5
3232,Ciudad Real,Móstoles,1,Viernes,104,10,3
3233,Ciudad Real,Ocaña,0,Domingo,104,10,2
3234,Ciudad Real,Ocaña,0,Viernes,104,10,4
3235,Ciudad Real,Ondara,1,Domingo,104,12,1
3236,Ciudad Real,Orgaz,0,Jueves,104,10,1
3237,Ciudad Real,Orgaz,0,Viernes,104,10,4
3238,Ciudad Real,Oropesa del Mar/Orpesa,1,Lunes,104,12,1
3239,Ciudad Real,Oropesa del Mar/Orpesa,1,Viernes,104,12,2
3240,Ciudad Real,Oviedo,1,Viernes,104,101,1
3241,Ciudad Real,Paiporta,1,Sabado,104,12,1
3242,Ciudad Real,Paiporta,1,Viernes,104,12,1
3243,Ciudad Real,Pamplona/Iruña,1,Domingo,104,10,1
3244,Ciudad Real,Parla,1,Domingo,104,10,1
3245,Ciudad Real,Paterna,1,Domingo,104,12,1
3246,Ciudad Real,Paterna,1,Sabado,104,12,1
3247,Ciudad Real,Paterna,1,Viernes,104,12,1
3248,Ciudad Real,Pedrajas de San Esteban,1,Domingo,104,10,1
3249,Ciudad Real,Pedro Muñoz,0,Jueves,104,104,1
3250,Ciudad Real,Peligros,1,Viernes,104,2,1
3251,Ciudad Real,Petrer,1,Domingo,104,104,1
3252,Ciudad Real,Peñarroya-Pueblonuevo,1,Viernes,104,103,1
3253,Ciudad Real,Picassent,1,Viernes,104,12,1
3254,Ciudad Real,Pinto,1,Domingo,104,10,1
3255,Ciudad Real,Pinto,1,Sabado,104,10,2
3256,Ciudad Real,Pinto,1,Viernes,104,10,2
3257,Ciudad Real,Plasencia,1,Viernes,104,10,1
3258,Ciudad Real,Ponferrada,1,Martes,104,15,1
3259,Ciudad Real,Pontevedra,1,Domingo,104,19,1
3260,Ciudad Real,Pozoblanco,1,Domingo,104,103,3
3261,Ciudad Real,Pozoblanco,1,Jueves,104,103,1
3262,Ciudad Real,Pozoblanco,1,Martes,104,103,1
3263,Ciudad Real,Pozoblanco,1,Miercoles,104,103,3
3264,Ciudad Real,Pozoblanco,1,Viernes,104,103,31
3265,Ciudad Real,Pozuelo de Alarcón,1,Miercoles,104,10,1
3266,Ciudad Real,Pozuelo de Alarcón,1,Viernes,104,10,1
3267,Ciudad Real,Puebla de Don Rodrigo,0,Jueves,104,103,1
3268,Ciudad Real,Puebla de Don Rodrigo,0,Viernes,104,103,1
3269,Ciudad Real,Puente Genil,1,Lunes,104,103,1
3270,Ciudad Real,Puerto Lápice,0,Domingo,104,104,7
3271,Ciudad Real,Puerto Lápice,0,Miercoles,104,104,1
3272,Ciudad Real,Puerto Lápice,0,Sabado,104,104,2
3273,Ciudad Real,Puerto Lápice,0,Viernes,104,104,6
3274,Ciudad Real,Puerto Real,1,Domingo,104,103,1
3275,Ciudad Real,Pulianas,1,Sabado,104,2,1
3276,Ciudad Real,Quintanar de la Orden,0,Domingo,104,102,2
3277,Ciudad Real,Quintanar de la Orden,0,Viernes,104,102,4
3278,Ciudad Real,Real de Gandía,1,Domingo,104,12,1
3279,Ciudad Real,Riba-roja de Túria,1,Jueves,104,12,1
3280,Ciudad Real,Riba-roja de Túria,1,Viernes,104,12,1
3281,Ciudad Real,Rivas-Vaciamadrid,1,Domingo,104,10,1
3282,Ciudad Real,Roquetas de Mar,1,Domingo,104,1,1
3283,Ciudad Real,Roquetas de Mar,1,Viernes,104,1,1
3284,Ciudad Real,Rota,1,Viernes,104,103,1
3285,Ciudad Real,Rus,1,Viernes,104,104,2
3286,Ciudad Real,Sagunto/Sagunt,1,Domingo,104,12,2
3287,Ciudad Real,Sagunto/Sagunt,1,Jueves,104,12,1
3288,Ciudad Real,Sagunto/Sagunt,1,Sabado,104,12,1
3289,Ciudad Real,Sagunto/Sagunt,1,Viernes,104,12,1
3290,Ciudad Real,Salamanca,1,Domingo,104,10,7
3291,Ciudad Real,Salamanca,1,Sabado,104,10,1
3292,Ciudad Real,Salamanca,1,Viernes,104,10,3
3293,Ciudad Real,Salou,1,Domingo,104,8,1
3294,Ciudad Real,San Clemente,0,Viernes,104,104,3
3295,Ciudad Real,San Fernando de Henares,1,Domingo,104,10,1
3296,Ciudad Real,San Fernando de Henares,1,Viernes,104,10,3
3297,Ciudad Real,San Javier,1,Domingo,104,104,1
3298,Ciudad Real,San Javier,1,Sabado,104,104,1
3299,Ciudad Real,San Sebastián de los Reyes,1,Domingo,104,10,1
3300,Ciudad Real,San Sebastián de los Reyes,1,Viernes,104,10,1
3301,Ciudad Real,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Domingo,104,104,2
3302,Ciudad Real,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Sabado,104,104,1
3303,Ciudad Real,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Viernes,104,104,1
3304,Ciudad Real,Sant Boi de Llobregat,1,Martes,104,8,1
3305,Ciudad Real,Sant Cugat del Vallès,1,Lunes,104,8,1
3306,Ciudad Real,Sant Joan d'Alacant,1,Viernes,104,104,2
3307,Ciudad Real,Sant Sadurní d'Anoia,1,Viernes,104,8,1
3308,Ciudad Real,Santa Coloma de Gramenet,1,Domingo,104,8,1
3309,Ciudad Real,Santa Fe,1,Domingo,104,2,1
3310,Ciudad Real,Santa Fe,1,Sabado,104,2,1
3311,Ciudad Real,Santa Pola,1,Miercoles,104,22,1
