,ORIGEN,DESTINO,FLUJO,DIA_SEMANA,ZONA_ORIGEN,ZONA_DESTINO,VOLUMEN
4723,Guadalajara,Bailén,1,Viernes,10,104,4
4724,Guadalajara,Barbastro,1,Viernes,10,8,1
4725,Guadalajara,Barcelona,1,Domingo,10,8,23
4726,Guadalajara,Barcelona,1,Jueves,10,8,5
4727,Guadalajara,Barcelona,1,Miercoles,10,8,4
4728,Guadalajara,Barcelona,1,Sabado,10,8,10
4729,Guadalajara,Barcelona,1,Viernes,10,8,22
4730,Guadalajara,Benasque,1,Sabado,10,9,1
4731,Guadalajara,Benicasim/Benicàssim,1,Jueves,10,12,1
4732,Guadalajara,Benidorm,1,Domingo,10,12,1
4733,Guadalajara,Benidorm,1,Jueves,10,12,1
4734,Guadalajara,Benlloch,1,Sabado,10,12,1
4735,Guadalajara,Bilbao,1,Domingo,10,10,2
4736,Guadalajara,Bilbao,1,Viernes,10,10,1
4737,Guadalajara,Blanca,1,Miercoles,10,21,1
4738,Guadalajara,Burgos,1,Domingo,10,10,2
4739,Guadalajara,Calahorra,1,Viernes,10,10,1
4740,Guadalajara,Calatayud,1,Sabado,10,10,2
4741,Guadalajara,Calatayud,1,Viernes,10,10,7
4742,Guadalajara,Caldearenas,1,Sabado,10,8,1
4743,Guadalajara,Calldetenes,1,Jueves,10,8,1
4744,Guadalajara,Canet d'En Berenguer,1,Viernes,10,12,1
4745,Guadalajara,Cartagena,1,Domingo,10,104,1
4746,Guadalajara,Castellbisbal,1,Domingo,10,8,1
4747,Guadalajara,Castellbisbal,1,Viernes,10,8,1
4748,Guadalajara,Castelldefels,1,Domingo,10,8,1
4749,Guadalajara,Centelles,1,Viernes,10,8,1
4750,Guadalajara,Cerdanyola del Vallès,1,Domingo,10,8,2
4751,Guadalajara,Ciudad Real,0,Domingo,10,104,2
4752,Guadalajara,Ciudad Real,0,Jueves,10,104,1
4753,Guadalajara,Ciudad Real,0,Miercoles,10,104,2
4754,Guadalajara,Ciudad Real,0,Sabado,10,104,4
4755,Guadalajara,Ciudad Real,0,Viernes,10,104,26
4756,Guadalajara,Cobeta,0,Viernes,10,10,1
4757,Guadalajara,Corbins,1,Sabado,10,8,1
4758,Guadalajara,Corbins,1,Viernes,10,8,1
4759,Guadalajara,Corella,1,Miercoles,10,10,1
4760,Guadalajara,Coria,1,Domingo,10,10,1
4761,Guadalajara,Cuenca,0,Domingo,10,102,3
4762,Guadalajara,Cuenca,0,Martes,10,102,3
4763,Guadalajara,Cuenca,0,Miercoles,10,102,3
4764,Guadalajara,Cuenca,0,Sabado,10,102,4
4765,Guadalajara,Cuenca,0,Viernes,10,102,23
4766,Guadalajara,Cunit,1,Viernes,10,8,1
4767,Guadalajara,Cáceres,1,Domingo,10,103,1
4768,Guadalajara,Cáceres,1,Lunes,10,103,1
4769,Guadalajara,Cáceres,1,Sabado,10,103,2
4770,Guadalajara,Córdoba,1,Domingo,10,103,2
4771,Guadalajara,Córdoba,1,Miercoles,10,103,1
4772,Guadalajara,Córdoba,1,Sabado,10,103,1
4773,Guadalajara,Córdoba,1,Viernes,10,103,12
4774,Guadalajara,Daimiel,0,Viernes,10,104,1
4775,Guadalajara,Diezma,1,Sabado,10,3,1
4776,Guadalajara,Dolores,1,Viernes,10,22,1
4777,Guadalajara,Elche/Elx,1,Domingo,10,22,1
4778,Guadalajara,Elche/Elx,1,Viernes,10,22,1
4779,Guadalajara,Elda,1,Viernes,10,104,1
4780,Guadalajara,Estella/Lizarra,1,Viernes,10,10,1
4781,Guadalajara,Favara,1,Miercoles,10,12,1
4782,Guadalajara,Fraga,1,Domingo,10,8,3
4783,Guadalajara,Gandia,1,Sabado,10,12,1
4784,Guadalajara,Gandia,1,Viernes,10,12,2
4785,Guadalajara,Getafe,1,Viernes,10,10,1
4786,Guadalajara,Girona,1,Domingo,10,8,1
4787,Guadalajara,Girona,1,Sabado,10,8,1
4788,Guadalajara,Girona,1,Viernes,10,8,1
4789,Guadalajara,Granada,1,Domingo,10,2,9
4790,Guadalajara,Granada,1,Jueves,10,2,3
4791,Guadalajara,Granada,1,Miercoles,10,2,3
4792,Guadalajara,Granada,1,Sabado,10,2,1
4793,Guadalajara,Granada,1,Viernes,10,2,15
4794,Guadalajara,Guadix,1,Domingo,10,3,1
4795,Guadalajara,Guarromán,1,Domingo,10,104,1
4796,Guadalajara,Guarromán,1,Viernes,10,104,1
4797,Guadalajara,Honrubia,0,Domingo,10,14,1
4798,Guadalajara,Honrubia,0,Viernes,10,14,2
4799,Guadalajara,Huesca,1,Domingo,10,8,5
4800,Guadalajara,Huesca,1,Jueves,10,8,1
4801,Guadalajara,Huesca,1,Miercoles,10,8,1
4802,Guadalajara,Huesca,1,Sabado,10,8,4
4803,Guadalajara,Huesca,1,Viernes,10,8,6
4804,Guadalajara,Humanes de Madrid,1,Lunes,10,10,1
4805,Guadalajara,Huércal-Overa,1,Domingo,10,104,1
4806,Guadalajara,Illescas,0,Domingo,10,10,1
4807,Guadalajara,Jaca,1,Domingo,10,102,3
4808,Guadalajara,Jaca,1,Viernes,10,102,2
4809,Guadalajara,Jaén,1,Domingo,10,104,4
4810,Guadalajara,Jaén,1,Jueves,10,104,1
4811,Guadalajara,Jaén,1,Martes,10,104,1
4812,Guadalajara,Jaén,1,Miercoles,10,104,1
4813,Guadalajara,Jaén,1,Sabado,10,104,3
4814,Guadalajara,Jaén,1,Viernes,10,104,8
4815,Guadalajara,Jerez de la Frontera,1,Domingo,10,103,1
4816,Guadalajara,Jerez de la Frontera,1,Viernes,10,103,1
4817,Guadalajara,León,1,Sabado,10,10,1
4818,Guadalajara,Linares,1,Jueves,10,104,1
4819,Guadalajara,Linares,1,Lunes,10,104,1
4820,Guadalajara,Linares,1,Sabado,10,104,1
4821,Guadalajara,Linares,1,Viernes,10,104,5
4822,Guadalajara,Lleida,1,Domingo,10,8,14
4823,Guadalajara,Lleida,1,Jueves,10,8,1
4824,Guadalajara,Lleida,1,Lunes,10,8,2
4825,Guadalajara,Lleida,1,Miercoles,10,8,1
4826,Guadalajara,Lleida,1,Sabado,10,8,2
4827,Guadalajara,Lleida,1,Viernes,10,8,4
4828,Guadalajara,Logroño,1,Domingo,10,10,6
4829,Guadalajara,Logroño,1,Sabado,10,10,1
4830,Guadalajara,Logroño,1,Viernes,10,10,12
4831,Guadalajara,Lugo,1,Viernes,10,101,1
4832,Guadalajara,Madrid,1,Domingo,10,10,5
4833,Guadalajara,Madrid,1,Martes,10,10,1
4834,Guadalajara,Madrid,1,Sabado,10,10,3
4835,Guadalajara,Madrid,1,Viernes,10,10,10
4836,Guadalajara,Manzanares,0,Domingo,10,104,4
4837,Guadalajara,Manzanares,0,Jueves,10,104,1
4838,Guadalajara,Manzanares,0,Martes,10,104,1
4839,Guadalajara,Manzanares,0,Sabado,10,104,1
4840,Guadalajara,Manzanares,0,Viernes,10,104,15
4841,Guadalajara,Maranchón,0,Jueves,10,10,1
4842,Guadalajara,Martorell,1,Domingo,10,8,1
4843,Guadalajara,Mataró,1,Sabado,10,8,1
4844,Guadalajara,Medinaceli,1,Sabado,10,102,1
4845,Guadalajara,Medinaceli,1,Viernes,10,102,2
4846,Guadalajara,Miajadas,1,Jueves,10,17,1
4847,Guadalajara,Miajadas,1,Viernes,10,17,2
4848,Guadalajara,Mieres,1,Sabado,10,8,1
4849,Guadalajara,Mieres,1,Sabado,10,101,1
4850,Guadalajara,Molina de Aragón,0,Domingo,10,10,2
4851,Guadalajara,Molina de Aragón,0,Martes,10,10,1
4852,Guadalajara,Molina de Aragón,0,Miercoles,10,10,1
4853,Guadalajara,Molina de Aragón,0,Viernes,10,10,3
4854,Guadalajara,Murcia,1,Domingo,10,21,2
4855,Guadalajara,Murcia,1,Jueves,10,21,1
4856,Guadalajara,Murcia,1,Sabado,10,21,3
4857,Guadalajara,Murcia,1,Viernes,10,21,10
4858,Guadalajara,Málaga,1,Viernes,10,6,2
4859,Guadalajara,Mérida,1,Domingo,10,16,2
4860,Guadalajara,Mérida,1,Viernes,10,16,1
4861,Guadalajara,Móstoles,1,Sabado,10,10,1
4862,Guadalajara,Narón,1,Domingo,10,18,1
4863,Guadalajara,Navalcarnero,1,Viernes,10,10,1
4864,Guadalajara,Navalmoral de la Mata,1,Domingo,10,10,1
4865,Guadalajara,Oropesa del Mar/Orpesa,1,Viernes,10,12,4
4866,Guadalajara,Pallejà,1,Domingo,10,8,1
4867,Guadalajara,Pamplona/Iruña,1,Domingo,10,10,24
4868,Guadalajara,Pamplona/Iruña,1,Jueves,10,10,1
4869,Guadalajara,Pamplona/Iruña,1,Lunes,10,10,1
4870,Guadalajara,Pamplona/Iruña,1,Sabado,10,10,1
4871,Guadalajara,Pamplona/Iruña,1,Viernes,10,10,5
4872,Guadalajara,Paterna,1,Sabado,10,12,1
4873,Guadalajara,Pedro Muñoz,0,Miercoles,10,104,1
4874,Guadalajara,Pinto,1,Sabado,10,10,1
4875,Guadalajara,Plasencia,1,Domingo,10,10,1
4876,Guadalajara,Plasencia,1,Sabado,10,10,1
4877,Guadalajara,Puertollano,0,Sabado,10,104,1
4878,Guadalajara,Puertollano,0,Viernes,10,104,4
4879,Guadalajara,Reus,1,Domingo,10,8,1
4880,Guadalajara,Reus,1,Sabado,10,8,1
4881,Guadalajara,Riba-roja de Túria,1,Viernes,10,12,1
4882,Guadalajara,Rubí,1,Viernes,10,8,1
4883,Guadalajara,Sabadell,1,Sabado,10,8,1
4884,Guadalajara,Sabiñánigo,1,Miercoles,10,102,1
4885,Guadalajara,Sagunto/Sagunt,1,Jueves,10,12,1
4886,Guadalajara,Sagunto/Sagunt,1,Viernes,10,12,2
4887,Guadalajara,Salamanca,1,Domingo,10,10,1
4888,Guadalajara,Salamanca,1,Jueves,10,10,1
4889,Guadalajara,Salamanca,1,Viernes,10,10,4
4890,Guadalajara,Salou,1,Domingo,10,8,2
4891,Guadalajara,Salou,1,Sabado,10,8,1
4892,Guadalajara,San Javier,1,Domingo,10,104,1
4893,Guadalajara,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Domingo,10,104,1
4894,Guadalajara,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Martes,10,104,1
4895,Guadalajara,Sant Andreu de Llavaneres,1,Domingo,10,8,1
4896,Guadalajara,Sant Cugat del Vallès,1,Sabado,10,8,1
4897,Guadalajara,Santa Fe,1,Viernes,10,2,1
4898,Guadalajara,Santa Marta de Tormes,1,Viernes,10,10,1
4899,Guadalajara,Santander,1,Domingo,10,10,1
4900,Guadalajara,Santander,1,Jueves,10,10,1
4901,Guadalajara,Santander,1,Viernes,10,10,1
4902,Guadalajara,Santoña,1,Domingo,10,10,1
4903,Guadalajara,Sarroca de Bellera,1,Sabado,10,102,1
4904,Guadalajara,Sevilla,1,Domingo,10,5,2
4905,Guadalajara,Sevilla,1,Jueves,10,5,1
4906,Guadalajara,Sevilla,1,Sabado,10,5,1
4907,Guadalajara,Sevilla,1,Viernes,10,5,2
4908,Guadalajara,Sigüenza,0,Jueves,10,10,1
4909,Guadalajara,Sigüenza,0,Sabado,10,10,1
4910,Guadalajara,Sitges,1,Viernes,10,8,1
4911,Guadalajara,Socuéllamos,0,Viernes,10,104,1
4912,Guadalajara,Soria,1,Domingo,10,10,12
4913,Guadalajara,Soria,1,Lunes,10,10,1
4914,Guadalajara,Soria,1,Martes,10,10,1
4915,Guadalajara,Soria,1,Sabado,10,10,6
4916,Guadalajara,Soria,1,Viernes,10,10,4
4917,Guadalajara,Sueca,1,Domingo,10,12,1
4918,Guadalajara,Tafalla,1,Viernes,10,10,1
4919,Guadalajara,Talavera de la Reina,0,Domingo,10,10,3
4920,Guadalajara,Talavera de la Reina,0,Sabado,10,10,3
4921,Guadalajara,Talavera de la Reina,0,Viernes,10,10,6
4922,Guadalajara,Tarancón,0,Sabado,10,10,2
4923,Guadalajara,Tarancón,0,Viernes,10,10,3
4924,Guadalajara,Tarragona,1,Domingo,10,8,1
4925,Guadalajara,Tarragona,1,Lunes,10,8,1
4926,Guadalajara,Tarragona,1,Miercoles,10,8,1
4927,Guadalajara,Tarragona,1,Sabado,10,8,1
4928,Guadalajara,Tarragona,1,Viernes,10,8,2
4929,Guadalajara,Teruel,1,Domingo,10,10,2
4930,Guadalajara,Teruel,1,Miercoles,10,10,1
4931,Guadalajara,Teruel,1,Sabado,10,10,1
4932,Guadalajara,Teruel,1,Viernes,10,10,3
4933,Guadalajara,Toledo,0,Domingo,10,10,1
4934,Guadalajara,Toledo,0,Jueves,10,10,1
4935,Guadalajara,Toledo,0,Lunes,10,10,1
4936,Guadalajara,Toledo,0,Sabado,10,10,2
4937,Guadalajara,Toledo,0,Viernes,10,10,11
4938,Guadalajara,Tomelloso,0,Viernes,10,104,4
4939,Guadalajara,Torrejón de Ardoz,1,Lunes,10,10,1
4940,Guadalajara,Torrelavega,1,Jueves,10,10,2
4941,Guadalajara,Torrelavega,1,Viernes,10,10,1
4942,Guadalajara,Torrevieja,1,Viernes,10,22,2
4943,Guadalajara,Tudela,1,Miercoles,10,10,1
4944,Guadalajara,Tudela,1,Sabado,10,10,1
4945,Guadalajara,Tudela,1,Viernes,10,10,1
4946,Guadalajara,Valdelcubo,0,Sabado,10,10,1
4947,Guadalajara,Valdemoro,1,Domingo,10,10,1
4948,Guadalajara,Valdepeñas,0,Domingo,10,104,4
4949,Guadalajara,Valdepeñas,0,Jueves,10,104,2
4950,Guadalajara,Valdepeñas,0,Martes,10,104,1
4951,Guadalajara,Valdepeñas,0,Miercoles,10,104,1
4952,Guadalajara,Valdepeñas,0,Sabado,10,104,1
4953,Guadalajara,Valdepeñas,0,Viernes,10,104,10
4954,Guadalajara,Valladolid,1,Jueves,10,10,1
4955,Guadalajara,Valladolid,1,Viernes,10,10,1
4956,Guadalajara,Valverde de la Virgen,1,Domingo,10,10,1
4957,Guadalajara,Vigo,1,Domingo,10,19,1
4958,Guadalajara,Vilanova i la Geltrú,1,Domingo,10,8,1
4959,Guadalajara,Villamayor,1,Domingo,10,10,1
4960,Guadalajara,Villanueva de los Infantes,0,Domingo,10,10,3
4961,Guadalajara,Villanueva de los Infantes,0,Domingo,10,104,3
4962,Guadalajara,Villanueva de los Infantes,0,Miercoles,10,10,1
4963,Guadalajara,Villanueva de los Infantes,0,Miercoles,10,104,1
4964,Guadalajara,Villarrobledo,0,Viernes,10,104,1
4965,Guadalajara,Vitoria-Gasteiz,1,Domingo,10,10,1
4966,Guadalajara,Vitoria-Gasteiz,1,Viernes,10,10,2
4967,Guadalajara,Zaragoza,1,Domingo,10,10,53
4968,Guadalajara,Zaragoza,1,Jueves,10,10,3
4969,Guadalajara,Zaragoza,1,Lunes,10,10,4
4970,Guadalajara,Zaragoza,1,Martes,10,10,4
4971,Guadalajara,Zaragoza,1,Miercoles,10,10,2
4972,Guadalajara,Zaragoza,1,Sabado,10,10,27
4973,Guadalajara,Zaragoza,1,Viernes,10,10,56
4974,Guadalajara,Ávila,1,Miercoles,10,10,1
4975,Guadalajara,Ávila,1,Viernes,10,10,1
4976,Guadix,Manzanares,2,Domingo,3,104,1
4977,Guadix,Toledo,2,Domingo,3,10,1
4978,Guadix,Tomelloso,2,Viernes,3,104,1
4979,Guardamar del Segura,Albacete,2,Domingo,22,104,9
4980,Guardamar del Segura,Albacete,2,Sabado,22,104,1
4981,Guardamar del Segura,Albacete,2,Viernes,22,104,1
4982,Guardamar del Segura,Ciudad Real,2,Jueves,22,104,1
4983,Guardamar del Segura,Cuenca,2,Viernes,22,102,1
4984,Guardamar del Segura,Membrilla,2,Domingo,22,104,1
4985,Guardamar del Segura,Toledo,2,Domingo,22,10,2
4986,Guardamar del Segura,Toledo,2,Viernes,22,10,1
4987,Guardamar del Segura,Ugena,2,Domingo,22,10,1
4988,Guardamar del Segura,Villarrobledo,2,Viernes,22,104,1
4989,Guareña,Toledo,2,Domingo,16,10,1
4990,Guarromán,Albacete,2,Domingo,104,104,1
4991,Guarromán,Alcázar de San Juan,2,Domingo,104,104,1
4992,Guarromán,Ciudad Real,2,Domingo,104,104,1
4993,Guarromán,Manzanares,2,Domingo,104,104,1
4994,Guarromán,Manzanares,2,Viernes,104,104,1
4995,Guarromán,Ocaña,2,Domingo,104,10,1
4996,Guarromán,Talavera de la Reina,2,Miercoles,104,10,1
4997,Guarromán,Toledo,2,Domingo,104,10,2
4998,Guarromán,Toledo,2,Sabado,104,10,1
4999,Guarromán,Tomelloso,2,Viernes,104,104,1
5000,Gójar,Daimiel,2,Domingo,2,104,1
5001,Hellín,Albacete,0,Domingo,104,104,40
5002,Hellín,Albacete,0,Jueves,104,104,3
5003,Hellín,Albacete,0,Lunes,104,104,1
5004,Hellín,Albacete,0,Martes,104,104,1
5005,Hellín,Albacete,0,Miercoles,104,104,1
5006,Hellín,Albacete,0,Sabado,104,104,14
5007,Hellín,Albacete,0,Viernes,104,104,27
5008,Hellín,Alcalá de Henares,1,Domingo,104,10,3
5009,Hellín,Alcalá de Henares,1,Viernes,104,10,1
5010,Hellín,Alcantarilla,1,Viernes,104,21,1
5011,Hellín,Alcobendas,1,Domingo,104,10,1
5012,Hellín,Alcobendas,1,Viernes,104,10,2
5013,Hellín,Alcázar de San Juan,0,Domingo,104,104,1
5014,Hellín,Alcázar de San Juan,0,Viernes,104,104,1
5015,Hellín,Alfacar,1,Domingo,104,2,1
5016,Hellín,Alicante/Alacant,1,Domingo,104,104,38
5017,Hellín,Alicante/Alacant,1,Jueves,104,104,1
5018,Hellín,Alicante/Alacant,1,Lunes,104,104,3
5019,Hellín,Alicante/Alacant,1,Martes,104,104,2
5020,Hellín,Alicante/Alacant,1,Sabado,104,104,1
5021,Hellín,Alicante/Alacant,1,Viernes,104,104,6
5022,Hellín,Almansa,0,Domingo,104,104,4
5023,Hellín,Almansa,0,Sabado,104,104,1
5024,Hellín,Almansa,0,Viernes,104,104,1
5025,Hellín,Almería,1,Domingo,104,1,1
5026,Hellín,Almería,1,Martes,104,1,1
5027,Hellín,Almuradiel,0,Domingo,104,104,1
5028,Hellín,Archena,1,Miercoles,104,21,1
5029,Hellín,Arganda del Rey,1,Domingo,104,10,1
5030,Hellín,Barcelona,1,Domingo,104,8,1
5031,Hellín,Barcelona,1,Lunes,104,8,2
5032,Hellín,Burjassot,1,Domingo,104,12,1
5033,Hellín,Caravaca de la Cruz,1,Sabado,104,104,1
5034,Hellín,Cartagena,1,Domingo,104,104,8
5035,Hellín,Cartagena,1,Viernes,104,104,3
5036,Hellín,Castelldefels,1,Sabado,104,8,2
5037,Hellín,Ciudad Real,0,Domingo,104,104,2
5038,Hellín,Ciudad Real,0,Jueves,104,104,1
5039,Hellín,Ciudad Real,0,Viernes,104,104,1
5040,Hellín,Colmenar Viejo,1,Viernes,104,10,1
5041,Hellín,Cuenca,0,Domingo,104,102,4
5042,Hellín,Cuenca,0,Jueves,104,102,1
5043,Hellín,Cuenca,0,Viernes,104,102,1
5044,Hellín,Elche/Elx,1,Domingo,104,22,6
5045,Hellín,Elche/Elx,1,Sabado,104,22,1
5046,Hellín,Elche/Elx,1,Viernes,104,22,2
5047,Hellín,Fuenlabrada,1,Domingo,104,10,1
5048,Hellín,Fuenlabrada,1,Sabado,104,10,1
5049,Hellín,Getafe,1,Miercoles,104,10,1
5050,Hellín,Getafe,1,Sabado,104,10,1
5051,Hellín,Getafe,1,Viernes,104,10,1
5052,Hellín,Granada,1,Domingo,104,2,10
5053,Hellín,Granada,1,Jueves,104,2,1
5054,Hellín,Granada,1,Lunes,104,2,1
5055,Hellín,Granada,1,Martes,104,2,1
5056,Hellín,Granada,1,Miercoles,104,2,1
5057,Hellín,Granada,1,Sabado,104,2,1
5058,Hellín,Granada,1,Viernes,104,2,1
5059,Hellín,Granja de Rocamora,1,Domingo,104,22,1
5060,Hellín,Guadalajara,0,Domingo,104,10,1
5061,Hellín,Leganés,1,Domingo,104,10,1
5062,Hellín,León,1,Miercoles,104,10,1
5063,Hellín,Madrid,1,Domingo,104,10,91
5064,Hellín,Madrid,1,Jueves,104,10,4
5065,Hellín,Madrid,1,Lunes,104,10,3
5066,Hellín,Madrid,1,Martes,104,10,3
5067,Hellín,Madrid,1,Miercoles,104,10,4
5068,Hellín,Madrid,1,Sabado,104,10,25
5069,Hellín,Madrid,1,Viernes,104,10,51
5070,Hellín,Majadahonda,1,Sabado,104,10,1
5071,Hellín,Mejorada del Campo,1,Domingo,104,10,1
5072,Hellín,Molina de Segura,1,Domingo,104,21,2
5073,Hellín,Molina de Segura,1,Viernes,104,21,1
5074,Hellín,Murcia,1,Domingo,104,21,94
5075,Hellín,Murcia,1,Jueves,104,21,9
5076,Hellín,Murcia,1,Lunes,104,21,5
5077,Hellín,Murcia,1,Martes,104,21,4
5078,Hellín,Murcia,1,Miercoles,104,21,9
5079,Hellín,Murcia,1,Sabado,104,21,58
5080,Hellín,Murcia,1,Viernes,104,21,78
5081,Hellín,Mutxamel,1,Domingo,104,104,3
5082,Hellín,Mutxamel,1,Viernes,104,104,1
5083,Hellín,Málaga,1,Domingo,104,6,2
5084,Hellín,Málaga,1,Sabado,104,6,1
5085,Hellín,Móstoles,1,Domingo,104,10,2
5086,Hellín,Orihuela,1,Viernes,104,22,2
5087,Hellín,Plasencia,1,Miercoles,104,10,1
5088,Hellín,Plasencia,1,Sabado,104,10,1
5089,Hellín,Rivas-Vaciamadrid,1,Martes,104,10,1
5090,Hellín,Riópar,0,Miercoles,104,104,1
5091,Hellín,Roquetas de Mar,1,Domingo,104,1,1
5092,Hellín,San Javier,1,Domingo,104,104,1
5093,Hellín,San Martín de la Vega,1,Sabado,104,10,1
5094,Hellín,San Pedro del Pinatar,1,Viernes,104,22,1
5095,Hellín,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Domingo,104,104,64
5096,Hellín,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Jueves,104,104,1
5097,Hellín,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Martes,104,104,1
5098,Hellín,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Viernes,104,104,3
5099,Hellín,Sant Joan d'Alacant,1,Domingo,104,104,9
5100,Hellín,Sant Joan d'Alacant,1,Sabado,104,104,1
5101,Hellín,Santa Pola,1,Viernes,104,22,1
5102,Hellín,Sevilla,1,Lunes,104,5,1
5103,Hellín,Sevilla,1,Viernes,104,5,1
5104,Hellín,Talavera de la Reina,0,Domingo,104,10,2
5105,Hellín,Talavera de la Reina,0,Sabado,104,10,1
5106,Hellín,Tarancón,0,Domingo,104,10,1
5107,Hellín,Toledo,0,Domingo,104,10,11
5108,Hellín,Toledo,0,Jueves,104,10,1
5109,Hellín,Toledo,0,Lunes,104,10,1
5110,Hellín,Toledo,0,Martes,104,10,1
5111,Hellín,Toledo,0,Sabado,104,10,2
5112,Hellín,Toledo,0,Viernes,104,10,4
5113,Hellín,Tomelloso,0,Viernes,104,104,1
5114,Hellín,Torrejón de Ardoz,1,Domingo,104,10,3
5115,Hellín,Torrejón de Ardoz,1,Lunes,104,10,1
5116,Hellín,Torrelavega,1,Domingo,104,10,1
5117,Hellín,Valdepeñas,0,Domingo,104,104,1
5118,Hellín,Viator,1,Domingo,104,1,1
5119,Hellín,Villanueva de la Jara,0,Viernes,104,14,1
5120,Hellín,Villarejo de Salvanés,1,Viernes,104,10,1
5121,Hellín,Villarrobledo,0,Sabado,104,104,1
5122,Hellín,Vitoria-Gasteiz,1,Sabado,104,10,1
5123,Hellín,Vitoria-Gasteiz,1,Viernes,104,10,1
5124,Hellín,Yeste,0,Viernes,104,104,2
5125,Herencia,Albacete,0,Domingo,104,104,1
5126,Herencia,Albacete,0,Viernes,104,104,2
5127,Herencia,Chiclana de la Frontera,1,Domingo,104,103,1
5128,Herencia,Ciudad Real,0,Domingo,104,104,23
5129,Herencia,Ciudad Real,0,Jueves,104,104,2
5130,Herencia,Ciudad Real,0,Miercoles,104,104,1
5131,Herencia,Ciudad Real,0,Sabado,104,104,1
5132,Herencia,Ciudad Real,0,Viernes,104,104,7
5133,Herencia,Córdoba,1,Domingo,104,103,1
5134,Herencia,Gandia,1,Domingo,104,12,1
5135,Herencia,Getafe,1,Domingo,104,10,1
5136,Herencia,Granada,1,Domingo,104,2,1
5137,Herencia,Madrid,1,Domingo,104,10,27
5138,Herencia,Madrid,1,Jueves,104,10,1
5139,Herencia,Madrid,1,Lunes,104,10,1
5140,Herencia,Madrid,1,Martes,104,10,1
5141,Herencia,Madrid,1,Sabado,104,10,4
5142,Herencia,Madrid,1,Viernes,104,10,6
5143,Herencia,Málaga,1,Domingo,104,6,1
5144,Herencia,Pinto,1,Domingo,104,10,1
5145,Herencia,Sevilla,1,Viernes,104,5,1
5146,Herencia,Toledo,0,Domingo,104,10,4
5147,Herencia,Toledo,0,Lunes,104,10,1
5148,Herencia,Toledo,0,Martes,104,10,1
5149,Herencia,Toledo,0,Viernes,104,10,1
5150,Herrera del Duque,Ciudad Real,2,Domingo,103,104,2
5151,Herrera del Duque,Talavera de la Reina,2,Domingo,103,10,6
5152,Herrera del Duque,Talavera de la Reina,2,Sabado,103,10,1
5153,Herreruela de Oropesa,Madrid,1,Domingo,10,10,4
5154,Herreruela de Oropesa,Sevilla,1,Domingo,10,5,2
5155,Hinojal,Toledo,2,Domingo,101,10,1
5156,Honrubia,Albacete,0,Domingo,14,104,2
5157,Honrubia,Albacete,0,Miercoles,14,104,1
5158,Honrubia,Albacete,0,Sabado,14,104,1
5159,Honrubia,Albacete,0,Viernes,14,104,1
5160,Honrubia,Alboraya,1,Domingo,14,12,2
5161,Honrubia,Alcantarilla,1,Domingo,14,21,1
5162,Honrubia,Alicante/Alacant,1,Domingo,14,104,1
5163,Honrubia,Alicante/Alacant,1,Sabado,14,104,1
5164,Honrubia,Alicante/Alacant,1,Viernes,14,104,1
5165,Honrubia,Altea,1,Viernes,14,12,1
5166,Honrubia,Barcelona,1,Domingo,14,8,1
5167,Honrubia,Benidorm,1,Viernes,14,12,4
5168,Honrubia,Elda,1,Domingo,14,104,1
5169,Honrubia,Gandia,1,Domingo,14,12,1
5170,Honrubia,Getafe,1,Domingo,14,10,1
5171,Honrubia,Granada,1,Domingo,14,2,1
5172,Honrubia,Jávea/Xàbia,1,Domingo,14,12,1
5173,Honrubia,Leganés,1,Viernes,14,10,1
5174,Honrubia,Madrid,1,Domingo,14,10,36
5175,Honrubia,Madrid,1,Martes,14,10,1
5176,Honrubia,Madrid,1,Sabado,14,10,9
5177,Honrubia,Madrid,1,Viernes,14,10,12
5178,Honrubia,Murcia,1,Viernes,14,21,1
5179,Honrubia,Quart de Poblet,1,Viernes,14,12,1
5180,Honrubia,San Vicente del Raspeig/Sant Vicent del Raspeig,1,Lunes,14,104,1
5181,Honrubia,Sant Joan d'Alacant,1,Viernes,14,104,1
5182,Huelva,Albacete,2,Sabado,103,104,1
5183,Huelva,Casarrubios del Monte,2,Sabado,103,10,1
5184,Huelva,Ciudad Real,2,Domingo,103,104,3
5185,Huelva,Ciudad Real,2,Viernes,103,104,6
5186,Huelva,Manzanares,2,Sabado,103,104,1
5187,Huelva,Manzanares,2,Viernes,103,104,1
5188,Huelva,Maqueda,2,Sabado,103,10,1
5189,Huelva,Puertollano,2,Domingo,103,104,1
5190,Huelva,Puertollano,2,Jueves,103,104,1
5191,Huelva,Puertollano,2,Miercoles,103,104,1
5192,Huelva,Puertollano,2,Viernes,103,104,1
5193,Huelva,Santa Cruz del Retamar,2,Domingo,103,10,1
5194,Huelva,Santa Cruz del Retamar,2,Sabado,103,10,1
5195,Huelva,Talavera de la Reina,2,Domingo,103,10,9
5196,Huelva,Talavera de la Reina,2,Lunes,103,10,1
5197,Huelva,Talavera de la Reina,2,Miercoles,103,10,1
5198,Huelva,Talavera de la Reina,2,Viernes,103,10,3
