FID,INSPIREID,COUNTRY,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,COD_INE,COD_PROV,NOM_ETIQ,HABITANTES,DENSIDAD,SUP_KM2,CP,SHAPE_Length,SHAPE_Area
443,ES.IGN.SIGLIM34081616905,ES,Municipio,34081616905,Arcas,ES4,ES42,ES423,16905,16,Arcas del Villar,1665,20.45,81.402514,16123,63875.7183432017,138902006.990423
444,ES.IGN.SIGLIM34081616906,ES,Municipio,34081616906,Los Valdecolmenas,ES4,ES42,ES423,16906,16,Los Valdecolmenas,75,2.39,31.287458,16541,32274.0676803247,53587034.2204056
445,ES.IGN.SIGLIM34081616908,ES,Municipio,34081616908,Pozorrubielos de la Mancha,ES4,ES42,ES423,16908,16,Pozorrubielos de la Mancha,188,2.55,73.512367,16212,65309.6770265781,123663657.954099
446,ES.IGN.SIGLIM34081919002,ES,Municipio,34081919002,Ablanque,ES4,ES42,ES424,19002,19,Ablanque,60,1.16,51.386009,19442,44290.3391622593,90052936.6729675
447,ES.IGN.SIGLIM34081616909,ES,Municipio,34081616909,Sotorribas,ES4,ES42,ES423,16909,16,Sotorribas,756,5.06,149.164838,16145,88221.979434873,256703407.822702
448,ES.IGN.SIGLIM34081616910,ES,Municipio,34081616910,Villar y Velasco,ES4,ES42,ES423,16910,16,Villar y Velasco,82,1.32,61.729127,16847,44626.2507040366,105812538.994836
449,ES.IGN.SIGLIM34081919005,ES,Municipio,34081919005,Alarilla,ES4,ES42,ES424,19005,19,Alarilla,156,7.06,22.067667,19228,35517.9209945065,38729297.3279433
450,ES.IGN.SIGLIM34081919006,ES,Municipio,34081919006,Albalate de Zorita,ES4,ES42,ES424,19006,19,Albalate de Zorita,918,17.23,53.273964,19117,45741.8654460068,91732411.5544411
451,ES.IGN.SIGLIM34081919007,ES,Municipio,34081919007,Albares,ES4,ES42,ES424,19007,19,Albares,540,18.45,29.262913,19112,29393.7023921221,50671615.932517
452,ES.IGN.SIGLIM34081919009,ES,Municipio,34081919009,Alcocer,ES4,ES42,ES424,19009,19,Alcocer,326,5.33,61.149708,19125,53214.7021247155,105828132.48053
453,ES.IGN.SIGLIM34081919010,ES,Municipio,34081919010,Alcolea de las Peñas,ES4,ES42,ES424,19010,19,Alcolea de las Peñas,12,0.71,16.67307,19277,26871.7678193642,29460080.0028299
454,ES.IGN.SIGLIM34081919011,ES,Municipio,34081919011,Alcolea del Pinar,ES4,ES42,ES424,19011,19,Alcolea del Pinar,321,2.83,113.28433,19260,84992.3332999683,199171255.714414
455,ES.IGN.SIGLIM34081919013,ES,Municipio,34081919013,Alcoroches,ES4,ES42,ES424,19013,19,Alcoroches,125,3.85,32.408524,19322,37377.8493601384,56039789.7821672
456,ES.IGN.SIGLIM34081919015,ES,Municipio,34081919015,Aldeanueva de Guadalajara,ES4,ES42,ES424,19015,19,Aldeanueva de Guadalajara,84,5.2,16.139321,19152,26140.3818849669,27966212.2355896
457,ES.IGN.SIGLIM34081919016,ES,Municipio,34081919016,Algar de Mesa,ES4,ES42,ES424,19016,19,Algar de Mesa,59,2.48,23.707781,19332,29132.0185998544,42046995.8417977
458,ES.IGN.SIGLIM34081919017,ES,Municipio,34081919017,Algora,ES4,ES42,ES424,19017,19,Algora,77,1.64,46.888536,19268,39651.7730998598,82379763.6750428
459,ES.IGN.SIGLIM34081919018,ES,Municipio,34081919018,Alhóndiga,ES4,ES42,ES424,19018,19,Alhóndiga,157,8.14,19.267569,19132,27700.1127679352,33367823.0847992
460,ES.IGN.SIGLIM34081919019,ES,Municipio,34081919019,Alique,ES4,ES42,ES424,19019,19,Alique,16,1.46,10.932229,19129,21891.328659114,18957146.2494513
461,ES.IGN.SIGLIM34081919020,ES,Municipio,34081919020,Almadrones,ES4,ES42,ES424,19020,19,Almadrones,58,2.75,21.041353,19414,24952.0669350746,36841007.1009328
462,ES.IGN.SIGLIM34081919021,ES,Municipio,34081919021,Almoguera,ES4,ES42,ES424,19021,19,Almoguera,1306,10.98,118.940868,19115,147440.689279539,204818623.618122
463,ES.IGN.SIGLIM34081919022,ES,Municipio,34081919022,Almonacid de Zorita,ES4,ES42,ES424,19022,19,Almonacid de Zorita,720,15.94,45.165356,19118,57954.4872507828,77243757.3475628
464,ES.IGN.SIGLIM34081919031,ES,Municipio,34081919031,Angón,ES4,ES42,ES424,19031,19,Angón,10,0.49,20.320963,19245,29087.3695725858,35935036.0009008
465,ES.IGN.SIGLIM34081919023,ES,Municipio,34081919023,Alocén,ES4,ES42,ES424,19023,19,Alocén,177,9.9,17.8715,19133,33486.3383359146,31023260.8987908
466,ES.IGN.SIGLIM34081919024,ES,Municipio,34081919024,Alovera,ES4,ES42,ES424,19024,19,Alovera,12570,915.94,13.723588,19208,27693.2481070017,23968911.6746812
467,ES.IGN.SIGLIM34081919034,ES,Municipio,34081919034,Anquela del Pedregal,ES4,ES42,ES424,19034,19,Anquela del Pedregal,23,0.6,38.21266,19357,35091.0317631388,66649807.2279572
468,ES.IGN.SIGLIM34081919032,ES,Municipio,34081919032,Anguita,ES4,ES42,ES424,19032,19,Anguita,163,1.28,127.157135,19283,92692.0542510683,223576542.665797
469,ES.IGN.SIGLIM34081919033,ES,Municipio,34081919033,Anquela del Ducado,ES4,ES42,ES424,19033,19,Anquela del Ducado,51,1.99,25.617511,19287,31789.3826219188,45045822.4118484
470,ES.IGN.SIGLIM34081919036,ES,Municipio,34081919036,Aranzueque,ES4,ES42,ES424,19036,19,Aranzueque,390,18.17,21.45736,19141,26366.8129566355,36971617.2920263
471,ES.IGN.SIGLIM34081919037,ES,Municipio,34081919037,Arbancón,ES4,ES42,ES424,19037,19,Arbancón,158,4.51,34.976295,19239,39662.3761130355,61352997.0841247
472,ES.IGN.SIGLIM34081919114,ES,Municipio,34081919114,Esplegares,ES4,ES42,ES424,19114,19,Esplegares,38,1,37.750486,19433,34545.4699760459,65531394.002909
473,ES.IGN.SIGLIM34081919038,ES,Municipio,34081919038,Arbeteta,ES4,ES42,ES424,19038,19,Arbeteta,26,0.41,63.080569,19493,51029.7691643336,109628021.414713
474,ES.IGN.SIGLIM34081919039,ES,Municipio,34081919039,Argecilla,ES4,ES42,ES424,19039,19,Argecilla,65,1.59,40.665349,19196,38207.1500018263,71235492.2242635
475,ES.IGN.SIGLIM34081919263,ES,Municipio,34081919263,Taragudo,ES4,ES42,ES424,19263,19,Taragudo,44,6.84,6.426512,19228,17788.7821617429,11221812.2361479
476,ES.IGN.SIGLIM34081919040,ES,Municipio,34081919040,Armallones,ES4,ES42,ES424,19040,19,Armallones,51,0.65,77.950989,19461,49774.3624902853,135564430.625919
477,ES.IGN.SIGLIM34081919041,ES,Municipio,34081919041,Armuña de Tajuña,ES4,ES42,ES424,19041,19,Armuña de Tajuña,226,10.94,20.658208,19135,34629.0261468289,35811008.5865751
478,ES.IGN.SIGLIM34081919042,ES,Municipio,34081919042,Arroyo de las Fraguas,ES4,ES42,ES424,19042,19,Arroyo de las Fraguas,22,1.03,21.320213,19238,40795.7579114947,37599242.8533248
479,ES.IGN.SIGLIM34081919043,ES,Municipio,34081919043,Atanzón,ES4,ES42,ES424,19043,19,Atanzón,92,3.28,27.986293,19153,33284.99420493,48756103.5447181
480,ES.IGN.SIGLIM34081919045,ES,Municipio,34081919045,Auñón,ES4,ES42,ES424,19045,19,Auñón,146,2.77,52.588503,19130,47015.7007616617,91294310.9227869
481,ES.IGN.SIGLIM34081919044,ES,Municipio,34081919044,Atienza,ES4,ES42,ES424,19044,19,Atienza,431,4.13,104.119684,19270,90619.6079628059,184411792.370805
482,ES.IGN.SIGLIM34081919061,ES,Municipio,34081919061,Campisábalos,ES4,ES42,ES424,19061,19,Campisábalos,52,0.95,54.361982,19274,45775.0788032882,95671044.6793298
483,ES.IGN.SIGLIM34081919046,ES,Municipio,34081919046,Azuqueca de Henares,ES4,ES42,ES424,19046,19,Azuqueca de Henares,34685,1750.26,19.817195,19200,32794.4131943584,34256623.3004541
484,ES.IGN.SIGLIM34081919047,ES,Municipio,34081919047,Baides,ES4,ES42,ES424,19047,19,Baides,55,1.83,29.98597,19295,32553.0630387894,52265105.8807402
485,ES.IGN.SIGLIM34081919048,ES,Municipio,34081919048,Baños de Tajo,ES4,ES42,ES424,19048,19,Baños de Tajo,17,0.6,28.030799,19314,35637.2934959501,49283964.8074465
486,ES.IGN.SIGLIM34081919049,ES,Municipio,34081919049,Bañuelos,ES4,ES42,ES424,19049,19,Bañuelos,14,0.74,18.708716,19276,29870.7724774317,33285436.2112301
487,ES.IGN.SIGLIM34081919050,ES,Municipio,34081919050,Barriopedro,ES4,ES42,ES424,19050,19,Barriopedro,16,1.49,10.69375,19490,20400.0281196087,18649360.8485137
488,ES.IGN.SIGLIM34081919070,ES,Municipio,34081919070,Casa de Uceda,ES4,ES42,ES424,19070,19,Casa de Uceda,93,4.37,21.257385,19183,25335.9311137579,37398868.077737
489,ES.IGN.SIGLIM34081919071,ES,Municipio,34081919071,El Casar,ES4,ES42,ES424,19071,19,El Casar,11812,227.53,51.912981,19170,59331.6545024878,90678150.2231413
490,ES.IGN.SIGLIM34081919051,ES,Municipio,34081919051,Berninches,ES4,ES42,ES424,19051,19,Berninches,50,1.41,35.306907,19133,35562.5410739792,61346182.6069482
491,ES.IGN.SIGLIM34081919052,ES,Municipio,34081919052,La Bodera,ES4,ES42,ES424,19052,19,La Bodera,26,1.2,21.507215,19278,26123.7665966143,38381256.2568412
492,ES.IGN.SIGLIM34081919053,ES,Municipio,34081919053,Brihuega,ES4,ES42,ES424,19053,19,Brihuega,2399,8.1,296.126732,19412,137365.381784573,516845018.205609
493,ES.IGN.SIGLIM34081919057,ES,Municipio,34081919057,Bustares,ES4,ES42,ES424,19057,19,Bustares,76,2.5,30.295519,19244,34051.8204822901,53598337.3490413
494,ES.IGN.SIGLIM34081919054,ES,Municipio,34081919054,Budia,ES4,ES42,ES424,19054,19,Budia,208,3.15,66.006359,19459,55233.8245522706,115002349.95162
495,ES.IGN.SIGLIM34081919055,ES,Municipio,34081919055,Bujalaro,ES4,ES42,ES424,19055,19,Bujalaro,43,1.91,22.467764,19249,27235.5024810772,39657753.8718591
496,ES.IGN.SIGLIM34081919058,ES,Municipio,34081919058,Cabanillas del Campo,ES4,ES42,ES424,19058,19,Cabanillas del Campo,10123,292.11,34.654524,19171,41607.62883379,60677714.4517727
497,ES.IGN.SIGLIM34081919064,ES,Municipio,34081919064,Canredondo,ES4,ES42,ES424,19064,19,Canredondo,63,0.99,63.309178,19430,55757.4310218777,110964524.583848
498,ES.IGN.SIGLIM34081919065,ES,Municipio,34081919065,Cantalojas,ES4,ES42,ES424,19065,19,Cantalojas,144,0.91,156.630701,19274,99507.960033055,277968145.489806
499,ES.IGN.SIGLIM34081919066,ES,Municipio,34081919066,Cañizar,ES4,ES42,ES424,19066,19,Cañizar,58,3.78,15.306707,19191,30202.5939071391,26895572.7013324
500,ES.IGN.SIGLIM34081919067,ES,Municipio,34081919067,El Cardoso de la Sierra,ES4,ES42,ES424,19067,19,El Cardoso de la Sierra,64,0.34,185.902153,19224,103219.995361043,329506468.565639
501,ES.IGN.SIGLIM34081919076,ES,Municipio,34081919076,Castellar de la Muela,ES4,ES42,ES424,19076,19,Castellar de la Muela,26,1.21,21.393665,19328,24356.7703871322,37376169.0244184
502,ES.IGN.SIGLIM34081919073,ES,Municipio,34081919073,Casas de San Galindo,ES4,ES42,ES424,19073,19,Casas de San Galindo,18,1.55,11.594908,19248,28863.0981803557,20322954.6792945
503,ES.IGN.SIGLIM34081919074,ES,Municipio,34081919074,Caspueñas,ES4,ES42,ES424,19074,19,Caspueñas,83,5.61,14.77946,19191,22726.846983111,25760159.7254367
504,ES.IGN.SIGLIM34081919075,ES,Municipio,34081919075,Castejón de Henares,ES4,ES42,ES424,19075,19,Castejón de Henares,63,3.95,15.946702,19294,23286.2742112104,27965543.0823284
505,ES.IGN.SIGLIM34081919078,ES,Municipio,34081919078,Castilforte,ES4,ES42,ES424,19078,19,Castilforte,56,1.65,33.847908,19127,35227.399830338,58922060.3563462
506,ES.IGN.SIGLIM34081919079,ES,Municipio,34081919079,Castilnuevo,ES4,ES42,ES424,19079,19,Castilnuevo,9,0.45,19.722454,19391,29374.0708828122,34131783.4889363
507,ES.IGN.SIGLIM34081919087,ES,Municipio,34081919087,Cincovillas,ES4,ES42,ES424,19087,19,Cincovillas,23,1.4,16.384496,19277,23845.0725481176,28997458.0563459
508,ES.IGN.SIGLIM34081919080,ES,Municipio,34081919080,Cendejas de Enmedio,ES4,ES42,ES424,19080,19,Cendejas de Enmedio,71,3.72,19.072521,19293,31001.8176802284,33542614.7922931
509,ES.IGN.SIGLIM34081919081,ES,Municipio,34081919081,Cendejas de la Torre,ES4,ES42,ES424,19081,19,Cendejas de la Torre,24,1.7,14.064654,19293,22860.6473343219,25054038.8094704
510,ES.IGN.SIGLIM34081919082,ES,Municipio,34081919082,Centenera,ES4,ES42,ES424,19082,19,Centenera,107,6.11,17.498274,19151,26499.7526964127,30275274.7248907
511,ES.IGN.SIGLIM34081919086,ES,Municipio,34081919086,Cifuentes,ES4,ES42,ES424,19086,19,Cifuentes,1697,7.71,219.840556,19420,153552.283457807,383638788.088565
512,ES.IGN.SIGLIM34081919088,ES,Municipio,34081919088,Ciruelas,ES4,ES42,ES424,19088,19,Ciruelas,104,4.8,21.652361,19197,29507.731913418,37722295.1886291
513,ES.IGN.SIGLIM34081919089,ES,Municipio,34081919089,Ciruelos del Pinar,ES4,ES42,ES424,19089,19,Ciruelos del Pinar,32,1.91,16.734522,19281,22858.1744620639,29522070.8800506
514,ES.IGN.SIGLIM34081919090,ES,Municipio,34081919090,Cobeta,ES4,ES42,ES424,19090,19,Cobeta,115,2.63,43.624785,19443,38272.776869191,76313197.3282939
515,ES.IGN.SIGLIM34081919096,ES,Municipio,34081919096,Condemios de Arriba,ES4,ES42,ES424,19096,19,Condemios de Arriba,105,2.46,42.679279,19244,49062.7019824342,76199285.5152105
516,ES.IGN.SIGLIM34081919097,ES,Municipio,34081919097,Congostrina,ES4,ES42,ES424,19097,19,Congostrina,16,0.61,25.994311,19249,30091.6841886327,45826094.3946428
517,ES.IGN.SIGLIM34081919098,ES,Municipio,34081919098,Copernal,ES4,ES42,ES424,19098,19,Copernal,24,2.38,10.053397,19292,19947.778373712,17680742.4657048
518,ES.IGN.SIGLIM34081919099,ES,Municipio,34081919099,Corduente,ES4,ES42,ES424,19099,19,Corduente,345,1.48,232.55102,19341,150804.590956153,407379866.054164
519,ES.IGN.SIGLIM34081919102,ES,Municipio,34081919102,El Cubillo de Uceda,ES4,ES42,ES424,19102,19,El Cubillo de Uceda,118,3.65,32.268133,19186,35654.3911387879,56359891.4470568
520,ES.IGN.SIGLIM34081919103,ES,Municipio,34081919103,Checa,ES4,ES42,ES424,19103,19,Checa,273,1.5,181.398844,19310,101422.019424788,314196349.150825
521,ES.IGN.SIGLIM34081919104,ES,Municipio,34081919104,Chequilla,ES4,ES42,ES424,19104,19,Chequilla,17,1.11,15.287945,19316,19672.2032638252,26563518.2347942
522,ES.IGN.SIGLIM34081919105,ES,Municipio,34081919105,Chiloeches,ES4,ES42,ES424,19105,19,Chiloeches,3508,77.89,45.049496,19160,49008.3153039807,78710632.8883122
523,ES.IGN.SIGLIM34081919106,ES,Municipio,34081919106,Chillarón del Rey,ES4,ES42,ES424,19106,19,Chillarón del Rey,92,5.32,17.274209,19128,25499.2156817847,30018282.2539176
524,ES.IGN.SIGLIM34081919107,ES,Municipio,34081919107,Driebes,ES4,ES42,ES424,19107,19,Driebes,339,8.88,38.165243,19116,40635.1725280241,65126657.9081312
525,ES.IGN.SIGLIM34081919108,ES,Municipio,34081919108,Durón,ES4,ES42,ES424,19108,19,Durón,109,4.67,23.298148,19143,32445.8951980954,40528752.801425
526,ES.IGN.SIGLIM34081919109,ES,Municipio,34081919109,Embid,ES4,ES42,ES424,19109,19,Embid,35,0.96,36.255315,19339,33408.055794459,63567743.5131506
527,ES.IGN.SIGLIM34081919110,ES,Municipio,34081919110,Escamilla,ES4,ES42,ES424,19110,19,Escamilla,60,1.52,39.282293,19127,37142.7551970328,68100588.8319114
528,ES.IGN.SIGLIM34081919111,ES,Municipio,34081919111,Escariche,ES4,ES42,ES424,19111,19,Escariche,171,5.68,30.082976,19119,37053.5692143061,51948935.7512572
529,ES.IGN.SIGLIM34081919112,ES,Municipio,34081919112,Escopete,ES4,ES42,ES424,19112,19,Escopete,50,2.62,19.019274,19119,27337.4735189227,32828527.243266
530,ES.IGN.SIGLIM34081919115,ES,Municipio,34081919115,Establés,ES4,ES42,ES424,19115,19,Establés,30,0.57,51.804469,19287,54380.110251651,91878001.303514
531,ES.IGN.SIGLIM34081919113,ES,Municipio,34081919113,Espinosa de Henares,ES4,ES42,ES424,19113,19,Espinosa de Henares,665,16.75,39.699249,19292,53350.8681821742,69058174.7673745
532,ES.IGN.SIGLIM34081919332,ES,Municipio,34081919332,La Yunta,ES4,ES42,ES424,19332,19,La Yunta,86,1.53,55.985417,19361,43266.8602661733,98528386.0705144
533,ES.IGN.SIGLIM34081919116,ES,Municipio,34081919116,Estriégana,ES4,ES42,ES424,19116,19,Estriégana,13,0.8,16.17567,19262,24356.1159454743,28502020.6977884
534,ES.IGN.SIGLIM34081919117,ES,Municipio,34081919117,Fontanar,ES4,ES42,ES424,19117,19,Fontanar,2364,152.97,15.45363,19290,29514.3025891146,26969077.4648816
535,ES.IGN.SIGLIM34081919191,ES,Municipio,34081919191,Monasterio,ES4,ES42,ES424,19191,19,Monasterio,14,0.65,21.474758,19239,27284.5954782274,37734599.780627
536,ES.IGN.SIGLIM34081919192,ES,Municipio,34081919192,Mondéjar,ES4,ES42,ES424,19192,19,Mondéjar,2637,54.16,48.685267,19110,40804.5755491469,83491729.0001464
537,ES.IGN.SIGLIM34081919118,ES,Municipio,34081919118,Fuembellida,ES4,ES42,ES424,19118,19,Fuembellida,8,0.3,26.23589,19390,31892.8352211225,45416772.233942
538,ES.IGN.SIGLIM34081919119,ES,Municipio,34081919119,Fuencemillán,ES4,ES42,ES424,19119,19,Fuencemillán,88,12.17,7.227082,19239,15730.0767123126,12716289.7874546
539,ES.IGN.SIGLIM34081919123,ES,Municipio,34081919123,Fuentelviejo,ES4,ES42,ES424,19123,19,Fuentelviejo,43,3.34,12.860216,19144,23744.401886745,22306379.0697689
540,ES.IGN.SIGLIM34081919333,ES,Municipio,34081919333,Zaorejas,ES4,ES42,ES424,19333,19,Zaorejas,125,0.66,187.88994,19495,102973.413182452,329988532.879609
541,ES.IGN.SIGLIM34081919120,ES,Municipio,34081919120,Fuentelahiguera de Albatages,ES4,ES42,ES424,19120,19,Fuentelahiguera de Albatages,131,2.5,52.340434,19182,58471.2449922726,91842591.0064789
542,ES.IGN.SIGLIM34081919121,ES,Municipio,34081919121,Fuentelencina,ES4,ES42,ES424,19121,19,Fuentelencina,284,6.41,44.273694,19144,45917.7573995811,76713551.5557169
543,ES.IGN.SIGLIM34081919122,ES,Municipio,34081919122,Fuentelsaz,ES4,ES42,ES424,19122,19,Fuentelsaz,89,2.2,40.427361,19331,37572.3542018594,71047727.0485134
544,ES.IGN.SIGLIM34081919129,ES,Municipio,34081919129,Gascueña de Bornova,ES4,ES42,ES424,19129,19,Gascueña de Bornova,29,1.09,26.5059,19243,28965.2813899009,46795338.8300959
545,ES.IGN.SIGLIM34081919124,ES,Municipio,34081919124,Fuentenovilla,ES4,ES42,ES424,19124,19,Fuentenovilla,526,14.09,37.323543,19113,37788.0216380261,64220904.9105589
546,ES.IGN.SIGLIM34081919125,ES,Municipio,34081919125,Gajanejos,ES4,ES42,ES424,19125,19,Gajanejos,49,1.92,25.457305,19192,30484.5379757938,44561477.5027301
547,ES.IGN.SIGLIM34081919130,ES,Municipio,34081919130,Guadalajara,ES4,ES42,ES424,19130,19,Guadalajara,84910,360.29,235.666086,19193,251639.880196218,409395310.898846
548,ES.IGN.SIGLIM34081919126,ES,Municipio,34081919126,Galápagos,ES4,ES42,ES424,19126,19,Galápagos,2416,71.04,34.008422,19175,38560.735497944,59358417.5099066
549,ES.IGN.SIGLIM34081919127,ES,Municipio,34081919127,Galve de Sorbe,ES4,ES42,ES424,19127,19,Galve de Sorbe,107,2.17,49.232784,19275,52582.2016260248,87288986.3556896
550,ES.IGN.SIGLIM34081919132,ES,Municipio,34081919132,Henche,ES4,ES42,ES424,19132,19,Henche,100,4.32,23.120655,19325,29245.3475753858,40155873.3175479
551,ES.IGN.SIGLIM34081919133,ES,Municipio,34081919133,Heras de Ayuso,ES4,ES42,ES424,19133,19,Heras de Ayuso,272,26.86,10.123581,19228,18704.6831154607,17886481.8731235
552,ES.IGN.SIGLIM34081919134,ES,Municipio,34081919134,Herrería,ES4,ES42,ES424,19134,19,Herrería,19,0.99,19.156115,19342,25821.1098963913,33523966.3112401
553,ES.IGN.SIGLIM34081919139,ES,Municipio,34081919139,Hombrados,ES4,ES42,ES424,19139,19,Hombrados,29,0.76,37.914133,19328,44666.385085249,66127821.7314947
554,ES.IGN.SIGLIM34081919135,ES,Municipio,34081919135,Hiendelaencina,ES4,ES42,ES424,19135,19,Hiendelaencina,118,6.27,18.801149,19242,27442.7833941764,33852506.8456206
555,ES.IGN.SIGLIM34081919136,ES,Municipio,34081919136,Hijes,ES4,ES42,ES424,19136,19,Hijes,19,0.92,20.483638,19276,29356.3297568965,36792441.9900476
556,ES.IGN.SIGLIM34081919142,ES,Municipio,34081919142,Hontoba,ES4,ES42,ES424,19142,19,Hontoba,299,9.3,32.132082,19119,32744.0992169776,55565673.4053255
557,ES.IGN.SIGLIM34081919138,ES,Municipio,34081919138,Hita,ES4,ES42,ES424,19138,19,Hita,307,5.44,56.390633,19248,58850.4835059916,98806583.5049718
558,ES.IGN.SIGLIM34081919143,ES,Municipio,34081919143,Horche,ES4,ES42,ES424,19143,19,Horche,2538,57.51,44.130449,19140,38044.8639740057,76914775.7350892
559,ES.IGN.SIGLIM34081919145,ES,Municipio,34081919145,Hortezuela de Océn,ES4,ES42,ES424,19145,19,Hortezuela de Océn,43,2.16,19.870216,19445,24259.3400793098,34912289.7394617
560,ES.IGN.SIGLIM34081919151,ES,Municipio,34081919151,Humanes,ES4,ES42,ES424,19151,19,Humanes,1487,30.97,48.012173,19220,38267.5244208763,84003889.4307569
561,ES.IGN.SIGLIM34081919146,ES,Municipio,34081919146,La Huerce,ES4,ES42,ES424,19146,19,La Huerce,44,1.07,40.849708,19238,49882.6902893102,72422344.0921999
562,ES.IGN.SIGLIM34081919147,ES,Municipio,34081919147,Huérmeces del Cerro,ES4,ES42,ES424,19147,19,Huérmeces del Cerro,42,2.11,19.81421,19295,25808.8089171067,34902841.178026
563,ES.IGN.SIGLIM34081919148,ES,Municipio,34081919148,Huertahernando,ES4,ES42,ES424,19148,19,Huertahernando,53,1.03,51.052399,19441,47102.0382216267,89698140.2192753
564,ES.IGN.SIGLIM34081919150,ES,Municipio,34081919150,Hueva,ES4,ES42,ES424,19150,19,Hueva,130,4.1,31.693651,19119,30916.1258105665,54933366.7847304
565,ES.IGN.SIGLIM34081919152,ES,Municipio,34081919152,Illana,ES4,ES42,ES424,19152,19,Illana,654,9.29,70.392874,19462,78425.501399871,120671650.000963
566,ES.IGN.SIGLIM34081919153,ES,Municipio,34081919153,Iniéstola,ES4,ES42,ES424,19153,19,Iniéstola,21,2.09,10.043003,19283,18507.7581463555,17656722.8729275
567,ES.IGN.SIGLIM34081919154,ES,Municipio,34081919154,Las Inviernas,ES4,ES42,ES424,19154,19,Las Inviernas,63,1.84,34.076329,19491,33713.0741511312,59671925.0182629
568,ES.IGN.SIGLIM34081919155,ES,Municipio,34081919155,Irueste,ES4,ES42,ES424,19155,19,Irueste,73,5.11,14.280931,19143,24236.0337072254,24754181.1199985
569,ES.IGN.SIGLIM34081919157,ES,Municipio,34081919157,Jirueque,ES4,ES42,ES424,19157,19,Jirueque,55,5.17,10.637725,19249,18707.6914035656,18671726.1983136
570,ES.IGN.SIGLIM34081919156,ES,Municipio,34081919156,Jadraque,ES4,ES42,ES424,19156,19,Jadraque,1434,36.83,38.92933,19240,60001.2335228523,68225848.0489218
571,ES.IGN.SIGLIM34081919159,ES,Municipio,34081919159,Ledanca,ES4,ES42,ES424,19159,19,Ledanca,99,2.09,47.183972,19195,47919.9533566859,82801188.0859732
572,ES.IGN.SIGLIM34081919162,ES,Municipio,34081919162,Luzaga,ES4,ES42,ES424,19162,19,Luzaga,72,2.42,29.680651,19261,40414.479227779,52141891.7743527
573,ES.IGN.SIGLIM34081919160,ES,Municipio,34081919160,Loranca de Tajuña,ES4,ES42,ES424,19160,19,Loranca de Tajuña,1199,32.74,36.619998,19141,35843.2182705529,62908080.2269115
574,ES.IGN.SIGLIM34081919161,ES,Municipio,34081919161,Lupiana,ES4,ES42,ES424,19161,19,Lupiana,250,8.08,30.921709,19142,38517.3619228149,53707494.5419462
575,ES.IGN.SIGLIM34081919165,ES,Municipio,34081919165,Majaelrayo,ES4,ES42,ES424,19165,19,Majaelrayo,55,0.99,55.051908,19223,65771.0068544497,96949187.5637266
576,ES.IGN.SIGLIM34081919173,ES,Municipio,34081919173,Matarrubia,ES4,ES42,ES424,19173,19,Matarrubia,61,2.16,28.229759,19227,31480.3079292318,49388036.621472
577,ES.IGN.SIGLIM34081919166,ES,Municipio,34081919166,Málaga del Fresno,ES4,ES42,ES424,19166,19,Málaga del Fresno,183,7.68,23.809707,19219,35859.5529409256,41983246.8850029
578,ES.IGN.SIGLIM34081919167,ES,Municipio,34081919167,Malaguilla,ES4,ES42,ES424,19167,19,Malaguilla,156,5.49,28.412859,19219,34836.4622978684,49843719.3006713
579,ES.IGN.SIGLIM34081919168,ES,Municipio,34081919168,Mandayona,ES4,ES42,ES424,19168,19,Mandayona,297,8.98,33.071785,19294,41207.0705632812,58245194.313474
580,ES.IGN.SIGLIM34081919174,ES,Municipio,34081919174,Matillas,ES4,ES42,ES424,19174,19,Matillas,106,10.21,10.380258,19293,18341.5762137435,18204769.6585713
581,ES.IGN.SIGLIM34081919169,ES,Municipio,34081919169,Mantiel,ES4,ES42,ES424,19169,19,Mantiel,37,2.41,15.311439,19128,27505.6875194181,26651946.4639009
582,ES.IGN.SIGLIM34081919175,ES,Municipio,34081919175,Mazarete,ES4,ES42,ES424,19175,19,Mazarete,37,0.66,55.94317,19286,71193.5922228666,98647396.4813564
583,ES.IGN.SIGLIM34081919170,ES,Municipio,34081919170,Maranchón,ES4,ES42,ES424,19170,19,Maranchón,222,1.44,153.672815,19280,92151.185783677,269841195.879036
584,ES.IGN.SIGLIM34081919176,ES,Municipio,34081919176,Mazuecos,ES4,ES42,ES424,19176,19,Mazuecos,257,10.88,23.620989,19114,34666.0098435511,40873980.8546417
585,ES.IGN.SIGLIM34081919171,ES,Municipio,34081919171,Marchamalo,ES4,ES42,ES424,19171,19,Marchamalo,7229,234.29,30.854534,19180,47717.6948585809,53778347.9156476
586,ES.IGN.SIGLIM34081919178,ES,Municipio,34081919178,Megina,ES4,ES42,ES424,19178,19,Megina,30,1.07,27.860317,19315,30850.2461658653,48485735.0978264
587,ES.IGN.SIGLIM34081919179,ES,Municipio,34081919179,Membrillera,ES4,ES42,ES424,19179,19,Membrillera,88,2.29,38.267786,19247,35642.0881875948,67251053.9668627
588,ES.IGN.SIGLIM34081919181,ES,Municipio,34081919181,Miedes de Atienza,ES4,ES42,ES424,19181,19,Miedes de Atienza,60,1.39,42.984978,19276,50364.1061385381,76130032.418373
589,ES.IGN.SIGLIM34081919184,ES,Municipio,34081919184,Millana,ES4,ES42,ES424,19184,19,Millana,102,3.69,27.594634,19127,32555.9000107784,48146854.1925934
