FID,INSPIREID,COUNTRY,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,COD_INE,COD_PROV,NOM_ETIQ,HABITANTES,DENSIDAD,SUP_KM2,CP,SHAPE_Length,SHAPE_Area
734,ES.IGN.SIGLIM34084545012,ES,Municipio,34084545012,Almonacid de Toledo,ES4,ES42,ES425,45012,45,Almonacid de Toledo,783,8.17,95.783538,45420,79263.3760333689,162138068.205215
735,ES.IGN.SIGLIM34084545013,ES,Municipio,34084545013,Almorox,ES4,ES42,ES425,45013,45,Almorox,2159,33.62,64.211441,45900,58824.9124158268,110873622.545877
736,ES.IGN.SIGLIM34084545014,ES,Municipio,34084545014,Añover de Tajo,ES4,ES42,ES425,45014,45,Añover de Tajo,5032,124.88,40.292758,45250,59638.4961758539,68755854.7865224
737,ES.IGN.SIGLIM34084545016,ES,Municipio,34084545016,Argés,ES4,ES42,ES425,45016,45,Argés,6341,265.07,23.921245,45122,40314.734976544,40329070.4159752
738,ES.IGN.SIGLIM34084545017,ES,Municipio,34084545017,Azután,ES4,ES42,ES425,45017,45,Azután,289,13.35,21.631847,45571,27422.3857523368,36623508.8090506
739,ES.IGN.SIGLIM34084545018,ES,Municipio,34084545018,Barcience,ES4,ES42,ES425,45018,45,Barcience,856,45.27,18.907618,45519,24519.0090606846,32363373.9958686
740,ES.IGN.SIGLIM34084545022,ES,Municipio,34084545022,Buenaventura,ES4,ES42,ES425,45022,45,Buenaventura,430,11.98,35.880613,45634,35217.9921585104,61331205.8298017
741,ES.IGN.SIGLIM34084545039,ES,Municipio,34084545039,Carriches,ES4,ES42,ES425,45039,45,Carriches,271,14.41,18.794287,45532,22074.6016840037,31828009.523912
742,ES.IGN.SIGLIM34084545019,ES,Municipio,34084545019,Bargas,ES4,ES42,ES425,45019,45,Bargas,10092,113.04,89.270741,45593,88425.375014269,152822985.834885
743,ES.IGN.SIGLIM34084545025,ES,Municipio,34084545025,Cabañas de la Sagra,ES4,ES42,ES425,45025,45,Cabañas de la Sagra,1789,109.37,16.356519,45592,28249.8472236984,28184987.8162423
744,ES.IGN.SIGLIM34084545020,ES,Municipio,34084545020,Belvís de la Jara,ES4,ES42,ES425,45020,45,Belvís de la Jara,1529,13.43,113.837066,45660,70905.7209603428,193139860.148787
745,ES.IGN.SIGLIM34084545026,ES,Municipio,34084545026,Cabañas de Yepes,ES4,ES42,ES425,45026,45,Cabañas de Yepes,240,13.35,17.964559,45312,25059.1910103808,30565098.1475765
746,ES.IGN.SIGLIM34084545021,ES,Municipio,34084545021,Borox,ES4,ES42,ES425,45021,45,Borox,3706,61.64,60.120813,45222,48493.2386601716,102612388.228538
747,ES.IGN.SIGLIM34084545023,ES,Municipio,34084545023,Burguillos de Toledo,ES4,ES42,ES425,45023,45,Burguillos de Toledo,3184,112,28.426625,45112,31579.5417827888,48160393.2909296
748,ES.IGN.SIGLIM34084545024,ES,Municipio,34084545024,Burujón,ES4,ES42,ES425,45024,45,Burujón,1308,36.85,35.491347,45519,45561.4313833235,60281910.3687796
749,ES.IGN.SIGLIM34084545031,ES,Municipio,34084545031,Camarena,ES4,ES42,ES425,45031,45,Camarena,3745,56.56,66.202019,45180,52808.0896207832,113325199.760324
750,ES.IGN.SIGLIM34084545032,ES,Municipio,34084545032,Camarenilla,ES4,ES42,ES425,45032,45,Camarenilla,556,22.85,24.327196,45181,29618.9811645671,41550824.6119078
751,ES.IGN.SIGLIM34084545058,ES,Municipio,34084545058,Domingo Pérez,ES4,ES42,ES425,45058,45,Domingo Pérez,404,31.22,12.936494,45544,23237.8258175658,22054160.5980525
752,ES.IGN.SIGLIM34084545033,ES,Municipio,34084545033,El Campillo de la Jara,ES4,ES42,ES425,45033,45,El Campillo de la Jara,364,4.13,87.971178,45578,59896.1444676531,148420410.052856
753,ES.IGN.SIGLIM34084545040,ES,Municipio,34084545040,El Casar de Escalona,ES4,ES42,ES425,45040,45,El Casar de Escalona,1743,43.94,39.662326,45542,37789.512875224,67579258.6931581
754,ES.IGN.SIGLIM34084545041,ES,Municipio,34084545041,Casarrubios del Monte,ES4,ES42,ES425,45041,45,Casarrubios del Monte,5422,58.95,91.975734,45950,87743.0399035753,157987729.213988
755,ES.IGN.SIGLIM34084545034,ES,Municipio,34084545034,Camuñas,ES4,ES42,ES425,45034,45,Camuñas,1740,17.1,101.730731,45720,72154.2808342618,171102882.539176
756,ES.IGN.SIGLIM34084545035,ES,Municipio,34084545035,Cardiel de los Montes,ES4,ES42,ES425,45035,45,Cardiel de los Montes,342,13.94,24.52465,45642,28877.9595168008,41558547.1937159
757,ES.IGN.SIGLIM34084545036,ES,Municipio,34084545036,Carmena,ES4,ES42,ES425,45036,45,Carmena,731,15.64,46.714877,45531,50497.4775454547,79505558.8721937
758,ES.IGN.SIGLIM34084545037,ES,Municipio,34084545037,El Carpio de Tajo,ES4,ES42,ES425,45037,45,El Carpio de Tajo,1872,16.45,113.739732,45533,72216.0659206891,192911936.887642
759,ES.IGN.SIGLIM34084545038,ES,Municipio,34084545038,Carranque,ES4,ES42,ES425,45038,45,Carranque,4761,193.34,24.624888,45216,32019.6902926194,42412630.6402676
760,ES.IGN.SIGLIM34084545042,ES,Municipio,34084545042,Casasbuenas,ES4,ES42,ES425,45042,45,Casasbuenas,208,6.86,30.308528,45124,39452.6709641832,51619060.4152151
761,ES.IGN.SIGLIM34084545045,ES,Municipio,34084545045,Cazalegas,ES4,ES42,ES425,45045,45,Cazalegas,1725,59.06,29.207014,45553,34799.7599393833,50371662.2028094
762,ES.IGN.SIGLIM34084545043,ES,Municipio,34084545043,Castillo de Bayuela,ES4,ES42,ES425,45043,45,Castillo de Bayuela,917,24.58,37.292229,45641,53460.1172785179,63811871.6658515
763,ES.IGN.SIGLIM34084545060,ES,Municipio,34084545060,Erustes,ES4,ES42,ES425,45060,45,Erustes,207,21.68,9.546391,45540,19906.5171635376,16217788.2699018
764,ES.IGN.SIGLIM34084545046,ES,Municipio,34084545046,Cebolla,ES4,ES42,ES425,45046,45,Cebolla,3263,88.2,36.994069,45550,38794.333366588,62622302.92783
765,ES.IGN.SIGLIM34084545051,ES,Municipio,34084545051,Cobeja,ES4,ES42,ES425,45051,45,Cobeja,2206,125.01,17.646423,45291,31532.1835432798,30197784.0045398
766,ES.IGN.SIGLIM34084545047,ES,Municipio,34084545047,Cedillo del Condado,ES4,ES42,ES425,45047,45,Cedillo del Condado,3687,139.97,26.340522,45214,45445.5359906823,45221455.3994798
767,ES.IGN.SIGLIM34084545055,ES,Municipio,34084545055,Cuerva,ES4,ES42,ES425,45055,45,Cuerva,1335,35.47,37.633676,45126,38097.8050029557,63373780.3901898
768,ES.IGN.SIGLIM34084545048,ES,Municipio,34084545048,Los Cerralbos,ES4,ES42,ES425,45048,45,Los Cerralbos,418,10.46,39.948197,45552,49265.3360813399,68542738.8605669
769,ES.IGN.SIGLIM34084545073,ES,Municipio,34084545073,Herreruela de Oropesa,ES4,ES42,ES425,45073,45,Herreruela de Oropesa,334,31.81,10.498997,45588,24962.2257432971,17933817.756351
770,ES.IGN.SIGLIM34084545049,ES,Municipio,34084545049,Cervera de los Montes,ES4,ES42,ES425,45049,45,Cervera de los Montes,509,16.15,31.506665,45637,38941.9965655849,54152987.2530293
771,ES.IGN.SIGLIM34084545050,ES,Municipio,34084545050,Ciruelos,ES4,ES42,ES425,45050,45,Ciruelos,532,23.28,22.850351,45314,31271.576858995,38932883.8993852
772,ES.IGN.SIGLIM34084545052,ES,Municipio,34084545052,Cobisa,ES4,ES42,ES425,45052,45,Cobisa,4269,295.84,14.429903,45111,29720.3224675257,24967029.3611565
773,ES.IGN.SIGLIM34084545056,ES,Municipio,34084545056,Chozas de Canales,ES4,ES42,ES425,45056,45,Chozas de Canales,3765,115.11,32.706422,45960,37180.6982980394,55950403.5004155
774,ES.IGN.SIGLIM34084545053,ES,Municipio,34084545053,Consuegra,ES4,ES42,ES425,45053,45,Consuegra,10098,28.2,358.005182,45700,129214.924202072,602514372.249046
775,ES.IGN.SIGLIM34084545054,ES,Municipio,34084545054,Corral de Almaguer,ES4,ES42,ES425,45054,45,Corral de Almaguer,5355,16.35,327.362093,45880,122788.749325714,556922610.981912
776,ES.IGN.SIGLIM34084545059,ES,Municipio,34084545059,Dosbarrios,ES4,ES42,ES425,45059,45,Dosbarrios,2201,19.75,111.413233,45311,77436.7674901523,189537450.487023
777,ES.IGN.SIGLIM34084545061,ES,Municipio,34084545061,Escalona,ES4,ES42,ES425,45061,45,Escalona,3199,43.75,73.103995,45910,63177.018019894,125349505.924053
778,ES.IGN.SIGLIM34084545062,ES,Municipio,34084545062,Escalonilla,ES4,ES42,ES425,45062,45,Escalonilla,1437,28.18,50.986333,45517,45829.5918872292,86723494.9515609
779,ES.IGN.SIGLIM34084545063,ES,Municipio,34084545063,Espinoso del Rey,ES4,ES42,ES425,45063,45,Espinoso del Rey,439,9.07,48.374994,45650,36199.1662457988,81514633.4852798
780,ES.IGN.SIGLIM34084545064,ES,Municipio,34084545064,Esquivias,ES4,ES42,ES425,45064,45,Esquivias,5449,219.14,24.864663,45221,35502.2687476827,42760518.7639457
781,ES.IGN.SIGLIM34084545083,ES,Municipio,34084545083,Layos,ES4,ES42,ES425,45083,45,Layos,685,36.98,18.522857,45123,30613.9466371699,31170618.5156542
782,ES.IGN.SIGLIM34084545065,ES,Municipio,34084545065,La Estrella,ES4,ES42,ES425,45065,45,La Estrella,233,2.97,78.363176,45574,49895.8562755488,130607791.058031
783,ES.IGN.SIGLIM34084545105,ES,Municipio,34084545105,Montesclaros,ES4,ES42,ES425,45105,45,Montesclaros,408,19.64,20.78105,45620,30157.5834844857,35204841.5641269
784,ES.IGN.SIGLIM34084545066,ES,Municipio,34084545066,Fuensalida,ES4,ES42,ES425,45066,45,Fuensalida,11032,161.32,68.383928,45510,66208.821046083,116876275.287319
785,ES.IGN.SIGLIM34084545067,ES,Municipio,34084545067,Gálvez,ES4,ES42,ES425,45067,45,Gálvez,3016,54.94,54.892838,45164,49144.7743880121,93069332.8652493
786,ES.IGN.SIGLIM34084545068,ES,Municipio,34084545068,Garciotum,ES4,ES42,ES425,45068,45,Garciotum,187,8.28,22.562767,45643,44804.7728308703,38903884.9425697
787,ES.IGN.SIGLIM34084545074,ES,Municipio,34084545074,Hinojosa de San Vicente,ES4,ES42,ES425,45074,45,Hinojosa de San Vicente,394,12.71,30.977843,45645,30048.6069981165,53151450.8336814
788,ES.IGN.SIGLIM34084545069,ES,Municipio,34084545069,Gerindote,ES4,ES42,ES425,45069,45,Gerindote,2289,51.67,44.29948,45518,48903.4007555787,75379067.0707483
789,ES.IGN.SIGLIM34084545075,ES,Municipio,34084545075,Hontanar,ES4,ES42,ES425,45075,45,Hontanar,152,1,151.430081,45159,119467.291694749,255688434.045323
790,ES.IGN.SIGLIM34084545097,ES,Municipio,34084545097,Mejorada,ES4,ES42,ES425,45097,45,Mejorada,1265,27.23,46.449743,45622,38466.1764906922,78815164.8789356
791,ES.IGN.SIGLIM34084545070,ES,Municipio,34084545070,Guadamur,ES4,ES42,ES425,45070,45,Guadamur,1781,46.97,37.912577,45160,53825.7260348591,64430276.4027857
792,ES.IGN.SIGLIM34084545071,ES,Municipio,34084545071,La Guardia,ES4,ES42,ES425,45071,45,La Guardia,2236,11.43,195.525731,45760,128550.960792552,331704739.18587
793,ES.IGN.SIGLIM34084545072,ES,Municipio,34084545072,Las Herencias,ES4,ES42,ES425,45072,45,Las Herencias,798,8.79,90.727186,45664,87870.6666179341,152993505.532011
794,ES.IGN.SIGLIM34084545076,ES,Municipio,34084545076,Hormigos,ES4,ES42,ES425,45076,45,Hormigos,680,24.91,27.295526,45919,30335.4754179436,47025766.6524923
795,ES.IGN.SIGLIM34084545077,ES,Municipio,34084545077,Huecas,ES4,ES42,ES425,45077,45,Huecas,683,25,27.309318,45511,34244.8342200731,46796654.6476777
796,ES.IGN.SIGLIM34084545078,ES,Municipio,34084545078,Huerta de Valdecarábanos,ES4,ES42,ES425,45078,45,Huerta de Valdecarábanos,1681,20.33,82.6487,45750,63071.769748096,140948020.950708
797,ES.IGN.SIGLIM34084545080,ES,Municipio,34084545080,Illán de Vacas,ES4,ES42,ES425,45080,45,Illán de Vacas,5,0.54,9.201108,45551,22489.7547723521,15602606.0035691
798,ES.IGN.SIGLIM34084545081,ES,Municipio,34084545081,Illescas,ES4,ES42,ES425,45081,45,Illescas,28064,488.91,57.400756,45200,56094.0960563132,97192799.7976338
799,ES.IGN.SIGLIM34084545079,ES,Municipio,34084545079,La Iglesuela del Tiétar,ES4,ES42,ES425,45079,45,La Iglesuela,406,5.87,69.047921,45633,58477.1439212246,118714048.399538
800,ES.IGN.SIGLIM34084545082,ES,Municipio,34084545082,Lagartera,ES4,ES42,ES425,45082,45,Lagartera,1405,17.35,80.97473,45567,90063.8087750588,138159687.802106
801,ES.IGN.SIGLIM34084545084,ES,Municipio,34084545084,Lillo,ES4,ES42,ES425,45084,45,Lillo,2600,17.13,151.745565,45870,69047.3337653231,256095377.144786
802,ES.IGN.SIGLIM34084545085,ES,Municipio,34084545085,Lominchar,ES4,ES42,ES425,45085,45,Lominchar,2345,105.64,22.196055,45212,33529.2326856836,38077765.4544557
803,ES.IGN.SIGLIM34081953047,ES,Municipio,34081953047,Aldovera,ES4,ES42,ES424,53047,53, ,0,0,0, ,35661.7689784193,76889847.0232419
804,ES.IGN.SIGLIM34084545086,ES,Municipio,34084545086,Lucillos,ES4,ES42,ES425,45086,45,Lucillos,573,14.12,40.565566,45554,51236.1496446091,69199973.6958769
805,ES.IGN.SIGLIM34084545087,ES,Municipio,34084545087,Madridejos,ES4,ES42,ES425,45087,45,Madridejos,10532,40.17,262.137174,45710,113323.0373542,440204176.317719
806,ES.IGN.SIGLIM34084545088,ES,Municipio,34084545088,Magán,ES4,ES42,ES425,45088,45,Magán,3401,116.13,29.285335,45590,41076.5446104674,49741747.4493237
807,ES.IGN.SIGLIM34084545089,ES,Municipio,34084545089,Malpica de Tajo,ES4,ES42,ES425,45089,45,Malpica de Tajo,1732,21.79,79.465036,45692,53759.7432753859,135340783.030191
808,ES.IGN.SIGLIM34084545090,ES,Municipio,34084545090,Manzaneque,ES4,ES42,ES425,45090,45,Manzaneque,396,32.27,12.270333,45460,21731.5581001495,20635886.3676755
809,ES.IGN.SIGLIM34084545091,ES,Municipio,34084545091,Maqueda,ES4,ES42,ES425,45091,45,Maqueda,461,5.89,78.23202,45515,84753.5928326428,125984118.055135
810,ES.IGN.SIGLIM34084545092,ES,Municipio,34084545092,Marjaliza,ES4,ES42,ES425,45092,45,Marjaliza,255,3.86,65.988724,45479,51037.6016869042,110795918.286866
811,ES.IGN.SIGLIM34084545104,ES,Municipio,34084545104,Montearagón,ES4,ES42,ES425,45104,45,Montearagón,506,42.63,11.867383,45555,22505.6064408167,20389495.5008086
812,ES.IGN.SIGLIM34084545093,ES,Municipio,34084545093,Marrupe,ES4,ES42,ES425,45093,45,Marrupe,153,14.63,10.451491,45636,23992.9556003105,17959465.8158709
813,ES.IGN.SIGLIM34084545095,ES,Municipio,34084545095,La Mata,ES4,ES42,ES425,45095,45,La Mata,853,44.47,19.177525,45534,29965.9614565003,32656098.605209
814,ES.IGN.SIGLIM34084545096,ES,Municipio,34084545096,Mazarambroz,ES4,ES42,ES425,45096,45,Mazarambroz,1258,5.81,216.183504,45114,103531.046663481,364810885.9001
815,ES.IGN.SIGLIM34084545094,ES,Municipio,34084545094,Mascaraque,ES4,ES42,ES425,45094,45,Mascaraque,439,6.7,65.43906,45430,68095.3874529599,111108065.041043
816,ES.IGN.SIGLIM34084545098,ES,Municipio,34084545098,Menasalbas,ES4,ES42,ES425,45098,45,Menasalbas,2702,15.11,178.769237,45128,96201.7559384521,302765385.594883
817,ES.IGN.SIGLIM34084545099,ES,Municipio,34084545099,Méntrida,ES4,ES42,ES425,45099,45,Méntrida,4957,59.63,83.124514,45930,58179.9257454662,142553727.51905
818,ES.IGN.SIGLIM34084545100,ES,Municipio,34084545100,Mesegar de Tajo,ES4,ES42,ES425,45100,45,Mesegar de Tajo,222,12.69,17.488447,45541,25742.6561493151,30055394.6269832
819,ES.IGN.SIGLIM34084545101,ES,Municipio,34084545101,Miguel Esteban,ES4,ES42,ES425,45101,45,Miguel Esteban,4908,52.91,92.750665,45830,54879.0876284335,156406293.426347
820,ES.IGN.SIGLIM34084545102,ES,Municipio,34084545102,Mocejón,ES4,ES42,ES425,45102,45,Mocejón,4829,157.04,30.748426,45270,41165.0072037497,51934464.3355334
821,ES.IGN.SIGLIM34084545103,ES,Municipio,34084545103,Mohedas de la Jara,ES4,ES42,ES425,45103,45,Mohedas de la Jara,407,6.73,60.434391,45576,40901.068194992,101882094.72467
822,ES.IGN.SIGLIM34084545106,ES,Municipio,34084545106,Mora,ES4,ES42,ES425,45106,45,Mora,9737,57.8,168.435718,45400,90467.332149915,285019197.00358
823,ES.IGN.SIGLIM34084545107,ES,Municipio,34084545107,Nambroca,ES4,ES42,ES425,45107,45,Nambroca,4610,56.09,82.18416,45190,73481.5746406867,139217933.122738
824,ES.IGN.SIGLIM34084545108,ES,Municipio,34084545108,La Nava de Ricomalillo,ES4,ES42,ES425,45108,45,La Nava de Ricomalillo,538,13.68,39.318891,45670,36749.5296475104,66752254.4144768
825,ES.IGN.SIGLIM34084545110,ES,Municipio,34084545110,Navalcán,ES4,ES42,ES425,45110,45,Navalcán,2042,33.94,60.14978,45610,56300.4891826771,102172777.943415
826,ES.IGN.SIGLIM34084545109,ES,Municipio,34084545109,Navahermosa,ES4,ES42,ES425,45109,45,Navahermosa,3647,28.09,129.795142,45150,73391.8662970816,219237708.789333
827,ES.IGN.SIGLIM34084545111,ES,Municipio,34084545111,Navalmoralejo,ES4,ES42,ES425,45111,45,Navalmoralejo,62,2.71,22.874815,45573,33424.135873391,38518740.7480718
828,ES.IGN.SIGLIM34084545112,ES,Municipio,34084545112,Los Navalmorales,ES4,ES42,ES425,45112,45,Los Navalmorales,2567,24.38,105.249782,45140,63333.5801142519,177578152.470956
829,ES.IGN.SIGLIM34084545113,ES,Municipio,34084545113,Los Navalucillos,ES4,ES42,ES425,45113,45,Los Navalucillos,2171,6.09,355.964052,45130,140459.373932846,599929575.246007
830,ES.IGN.SIGLIM34084545114,ES,Municipio,34084545114,Navamorcuende,ES4,ES42,ES425,45114,45,Navamorcuende,626,5.64,110.799393,45630,85383.4683238547,189900972.878128
831,ES.IGN.SIGLIM34084545115,ES,Municipio,34084545115,Noblejas,ES4,ES42,ES425,45115,45,Noblejas,3486,49.93,69.809181,45350,57390.8559652824,118855993.36273
832,ES.IGN.SIGLIM34084545116,ES,Municipio,34084545116,Noez,ES4,ES42,ES425,45116,45,Noez,881,25.8,34.134287,45162,36495.9612652117,57937476.4697803
833,ES.IGN.SIGLIM34084545117,ES,Municipio,34084545117,Nombela,ES4,ES42,ES425,45117,45,Nombela,883,7.25,121.644242,45917,67331.7542838677,208075285.078724
834,ES.IGN.SIGLIM34084545119,ES,Municipio,34084545119,Numancia de la Sagra,ES4,ES42,ES425,45119,45,Numancia de la Sagra,4846,163.18,29.697186,45230,41186.2468185936,50337413.8809258
835,ES.IGN.SIGLIM34084545118,ES,Municipio,34084545118,Novés,ES4,ES42,ES425,45118,45,Novés,2767,66.23,41.776475,45519,47118.4401873615,71243706.9899929
836,ES.IGN.SIGLIM34084545120,ES,Municipio,34084545120,Nuño Gómez,ES4,ES42,ES425,45120,45,Nuño Gómez,131,7.75,16.887762,45644,25216.5101027132,28931955.4859364
837,ES.IGN.SIGLIM34084545121,ES,Municipio,34084545121,Ocaña,ES4,ES42,ES425,45121,45,Ocaña,11067,74.99,147.565204,45300,116622.877677049,251837948.440952
838,ES.IGN.SIGLIM34084545122,ES,Municipio,34084545122,Olías del Rey,ES4,ES42,ES425,45122,45,Olías del Rey,7657,190.73,40.144907,45280,46013.8961939053,68287319.3465628
839,ES.IGN.SIGLIM34084545123,ES,Municipio,34084545123,Ontígola,ES4,ES42,ES425,45123,45,Ontígola,4279,103.16,41.477999,45340,63745.3781370994,70542070.3947598
840,ES.IGN.SIGLIM34084545124,ES,Municipio,34084545124,Orgaz,ES4,ES42,ES425,45124,45,Orgaz,2624,16.96,154.671165,45450,78536.8750527905,260850606.585404
841,ES.IGN.SIGLIM34084545125,ES,Municipio,34084545125,Oropesa,ES4,ES42,ES425,45125,45,Oropesa,2658,7.89,336.518747,45560,278748.138392591,573942001.061668
842,ES.IGN.SIGLIM34084545126,ES,Municipio,34084545126,Otero,ES4,ES42,ES425,45126,45,Otero,338,11.46,29.473277,45543,39436.5213703888,50476551.7590962
843,ES.IGN.SIGLIM34084545127,ES,Municipio,34084545127,Palomeque,ES4,ES42,ES425,45127,45,Palomeque,907,40.51,22.389566,45213,27415.5186308974,38141764.8511156
844,ES.IGN.SIGLIM34084545128,ES,Municipio,34084545128,Pantoja,ES4,ES42,ES425,45128,45,Pantoja,3238,115.21,28.103252,45290,36685.3763960956,48112954.1424947
845,ES.IGN.SIGLIM34084545129,ES,Municipio,34084545129,Paredes de Escalona,ES4,ES42,ES425,45129,45,Paredes de Escalona,119,4.77,24.943897,45908,35946.2217784717,42743503.5731567
846,ES.IGN.SIGLIM34084545130,ES,Municipio,34084545130,Parrillas,ES4,ES42,ES425,45130,45,Parrillas,343,6.62,51.866661,45611,51652.4027200341,87302110.9889007
847,ES.IGN.SIGLIM34084545131,ES,Municipio,34084545131,Pelahustán,ES4,ES42,ES425,45131,45,Pelahustán,305,6.88,44.329746,45918,54730.8816479996,76123787.1783219
848,ES.IGN.SIGLIM34084545132,ES,Municipio,34084545132,Pepino,ES4,ES42,ES425,45132,45,Pepino,2907,63.34,45.889706,45638,39373.7257953326,77523286.966035
849,ES.IGN.SIGLIM34084545133,ES,Municipio,34084545133,Polán,ES4,ES42,ES425,45133,45,Polán,3788,23.97,157.971779,45161,114686.545585253,269041614.054853
850,ES.IGN.SIGLIM34084545134,ES,Municipio,34084545134,Portillo de Toledo,ES4,ES42,ES425,45134,45,Portillo de Toledo,2188,109.75,19.93598,45512,35053.9721321738,34118022.4448771
851,ES.IGN.SIGLIM34084545135,ES,Municipio,34084545135,La Puebla de Almoradiel,ES4,ES42,ES425,45135,45,La Puebla de Almoradiel,5278,49.67,106.260096,45840,70172.8376544869,178951261.817653
852,ES.IGN.SIGLIM34084545136,ES,Municipio,34084545136,La Puebla de Montalbán,ES4,ES42,ES425,45136,45,La Puebla de Montalbán,7811,55.13,141.660392,45516,97263.251162409,239855682.649948
853,ES.IGN.SIGLIM34084545137,ES,Municipio,34084545137,La Pueblanueva,ES4,ES42,ES425,45137,45,La Pueblanueva,2188,17.84,122.583069,45690,79483.4497239173,208174761.214203
854,ES.IGN.SIGLIM34084545138,ES,Municipio,34084545138,El Puente del Arzobispo,ES4,ES42,ES425,45138,45,El Puente del Arzobispo,1246,1376.23,0.905352,45570,5809.4638700441,1659179.99430496
855,ES.IGN.SIGLIM34084545139,ES,Municipio,34084545139,Puerto de San Vicente,ES4,ES42,ES425,45139,45,Puerto de San Vicente,161,3.44,46.791937,45577,41556.4706857248,78243240.2292978
856,ES.IGN.SIGLIM34084545140,ES,Municipio,34084545140,Pulgar,ES4,ES42,ES425,45140,45,Pulgar,1521,40.22,37.811245,45125,41404.9388070564,65244370.0881061
857,ES.IGN.SIGLIM34084545141,ES,Municipio,34084545141,Quero,ES4,ES42,ES425,45141,45,Quero,1006,9.67,103.961781,45790,52490.7271307466,175602003.892088
858,ES.IGN.SIGLIM34084545142,ES,Municipio,34084545142,Quintanar de la Orden,ES4,ES42,ES425,45142,45,Quintanar de la Orden,10918,124.08,87.986453,45800,63731.7547143164,148178391.201011
859,ES.IGN.SIGLIM34084545145,ES,Municipio,34084545145,Recas,ES4,ES42,ES425,45145,45,Recas,4206,135.33,31.078957,45211,61025.7273311158,53044475.2945383
860,ES.IGN.SIGLIM34084545143,ES,Municipio,34084545143,Quismondo,ES4,ES42,ES425,45143,45,Quismondo,1511,98.43,15.350172,45514,38617.7370089665,26402509.0544893
861,ES.IGN.SIGLIM34084545144,ES,Municipio,34084545144,El Real de San Vicente,ES4,ES42,ES425,45144,45,El Real de San Vicente,945,17.51,53.956998,45640,51330.4061650662,92178900.0847125
862,ES.IGN.SIGLIM34084545146,ES,Municipio,34084545146,Retamoso de la Jara,ES4,ES42,ES425,45146,45,Retamoso,105,2.17,48.20206,45652,41409.0005397372,81697787.8943289
863,ES.IGN.SIGLIM34084545147,ES,Municipio,34084545147,Rielves,ES4,ES42,ES425,45147,45,Rielves,741,22.63,32.732691,45519,39123.6197766622,55922694.225062
864,ES.IGN.SIGLIM34084545148,ES,Municipio,34084545148,Robledo del Mazo,ES4,ES42,ES425,45148,45,Robledo del Mazo,289,2.1,137.534947,45674,76548.0807615191,230431466.832696
865,ES.IGN.SIGLIM34084545188,ES,Municipio,34084545188,Villaluenga de la Sagra,ES4,ES42,ES425,45188,45,Villaluenga de la Sagra,3769,139.11,27.093536,45520,35281.1622063408,46151740.2558213
866,ES.IGN.SIGLIM34084545149,ES,Municipio,34084545149,El Romeral,ES4,ES42,ES425,45149,45,El Romeral,594,7.52,78.940873,45770,65536.2940484949,133562153.892642
867,ES.IGN.SIGLIM34084545189,ES,Municipio,34084545189,Villamiel de Toledo,ES4,ES42,ES425,45189,45,Villamiel de Toledo,867,20.87,41.541908,45594,38369.056217381,71070498.5982728
868,ES.IGN.SIGLIM34084545150,ES,Municipio,34084545150,San Bartolomé de las Abiertas,ES4,ES42,ES425,45150,45,San Bartolomé de las Abiertas,438,7.71,56.75096,45654,50488.5141304162,96556372.8957205
869,ES.IGN.SIGLIM34084545155,ES,Municipio,34084545155,Santa Ana de Pusa,ES4,ES42,ES425,45155,45,Santa Ana de Pusa,365,18.76,19.455606,45653,34751.2749362063,32943872.5786025
870,ES.IGN.SIGLIM34084545156,ES,Municipio,34084545156,Santa Cruz de la Zarza,ES4,ES42,ES425,45156,45,Santa Cruz de la Zarza,4238,16.05,264.035442,45370,115008.205072279,450410915.109876
871,ES.IGN.SIGLIM34084545157,ES,Municipio,34084545157,Santa Cruz del Retamar,ES4,ES42,ES425,45157,45,Santa Cruz del Retamar,2946,23.52,125.245055,45513,115632.609445927,222742180.950951
872,ES.IGN.SIGLIM34084545151,ES,Municipio,34084545151,San Martín de Montalbán,ES4,ES42,ES425,45151,45,San Martín de Montalbán,726,5.44,133.342844,45165,66747.2644869835,225160504.770193
873,ES.IGN.SIGLIM34084545152,ES,Municipio,34084545152,San Martín de Pusa,ES4,ES42,ES425,45152,45,San Martín de Pusa,694,6.62,104.71799,45170,59458.3088516847,177353687.722123
874,ES.IGN.SIGLIM34084545159,ES,Municipio,34084545159,Sartajada,ES4,ES42,ES425,45159,45,Sartajada,100,6.5,15.371191,45632,22735.8980326486,26438657.8417773
875,ES.IGN.SIGLIM34084545153,ES,Municipio,34084545153,San Pablo de los Montes,ES4,ES42,ES425,45153,45,San Pablo de los Montes,1805,18.02,100.121597,45120,69518.1052140012,168355440.339321
876,ES.IGN.SIGLIM34084545160,ES,Municipio,34084545160,Segurilla,ES4,ES42,ES425,45160,45,Segurilla,1353,59.27,22.826004,45621,29326.5446046784,38891375.6633099
877,ES.IGN.SIGLIM34084545154,ES,Municipio,34084545154,San Román de los Montes,ES4,ES42,ES425,45154,45,San Román de los Montes,1871,41.73,44.825752,45646,51746.1773466008,76641585.1684664
878,ES.IGN.SIGLIM34084545161,ES,Municipio,34084545161,Seseña,ES4,ES42,ES425,45161,45,Seseña,24255,339.97,71.344022,45223,64058.7696070881,122163246.1452
